Date,Shopping Event?,Ad Spend,Page Views,Unit Price,Sold Units,Revenue,Operational Cost,Profit
2021-10-01,False,1351.0939024781137,11550,999.0,2319,2316681.0,1660863.167652346,655817.832347654
2021-10-02,False,1260.571179722208,11834,999.0,2366,2363634.0,1684261.4569816962,679372.5430183038
2021-10-03,False,1266.6767027634844,11683,981.7119376916577,2952,2898013.6400657734,1977288.7747586563,920724.8653071171
2021-10-04,False,1424.3354460515807,11875,999.0,2319,2316681.0,1660934.502217251,655746.4977827489
2021-10-05,False,1239.2767770986081,11495,999.0,2344,2341656.0,1673242.5838678568,668413.4161321432
2021-10-06,False,1184.5819183129654,11425,999.0,2291,2288709.0,1646698.1657371917,642010.8342628083
2021-10-07,False,1123.7532752023158,11501,999.0,2322,2319678.0,1662124.3618390476,657553.6381609524
2021-10-08,False,1450.4107391682296,11744,999.0,2342,2339658.0,1672470.469653572,667187.530346428
2021-10-09,False,1467.41858047614,11886,999.0,2349,2346651.0,1675968.235164108,670682.764835892
2021-10-10,False,1148.0480728653904,11589,999.0,2277,2274723.0,1639648.8401665222,635074.1598334778
2021-10-11,False,1233.789496598446,11772,999.0,2272,2269728.0,1637234.729179596,632493.2708204039
2021-10-12,False,1170.1488278060974,11631,999.0,2256,2253744.0,1629174.143894637,624569.856105363
2021-10-13,False,1146.3593875303518,11649,999.0,2375,2372625.0,1688661.8525001348,683963.1474998652
2021-10-14,False,1459.946697200012,11850,999.0,2441,2438559.0,1721962.8752664065,716596.1247335935
2021-10-15,False,1122.7509036581423,11824,999.0,2425,2422575.0,1713623.8180529082,708951.1819470918
2021-10-16,False,1492.1942653876026,11652,999.0,2241,2238759.0,1621997.1288655982,616761.8711344018
2021-10-17,False,1138.5803442789536,11701,999.0,2296,2293704.0,1649146.4371572367,644557.5628427633
2021-10-18,False,1445.3882596774342,11801,999.0,2323,2320677.0,1662950.9317109836,657726.0682890164
2021-10-19,False,1326.602442795665,11872,999.0,2338,2335662.0,1670338.2907460153,665323.7092539847
2021-10-20,False,1247.1669951271492,11670,999.0,2381,2378619.0,1691756.5894595303,686862.4105404697
2021-10-21,False,1236.9369506500632,11779,999.0,2284,2281716.0,1643241.5862266938,638474.4137733062
2021-10-22,False,1402.9456572950835,11910,999.0,2379,2376621.0,1690904.1900010093,685716.8099989907
2021-10-23,False,1225.829318001715,11377,999.0,2243,2240757.0,1622736.3610387002,618020.6389612998
2021-10-24,False,1362.9275666468568,11730,999.0,2434,2431566.0,1718368.7000021643,713197.2999978357
2021-10-25,False,1306.930433406432,11794,999.0,2307,2304693.0,1654818.901717931,649874.098282069
2021-10-26,False,1293.9862580632282,11817,999.0,2304,2301696.0,1653310.3633209346,648385.6366790654
2021-10-27,False,1460.4648682596646,11882,999.0,2433,2430567.0,1717986.810896268,712580.1891037319
2021-10-28,True,2886.9607812174177,20146,875.9259632011078,6166,5400959.489098031,3585902.8250204697,1815056.6640775613
2021-10-29,False,1430.744641219478,11777,999.0,2393,2390607.0,1697932.7255116045,692674.2744883955
2021-10-30,False,1390.2294136405958,11852,999.0,2369,2366631.0,1685892.4052138147,680738.5947861853
2021-10-31,False,1115.4228984235992,11705,999.0,2427,2424573.0,1714623.276045642,709949.7239543579
2021-11-01,False,1409.2440210021678,11955,999.0,2409,2406591.0,1705916.0081078475,700674.9918921525
2021-11-02,False,1186.7481000364162,11634,999.0,2278,2275722.0,1640197.3202416785,635524.6797583215
2021-11-03,False,1461.2598587406287,11657,999.0,2293,2290707.0,1647962.9817198424,642744.0182801576
2021-11-04,False,1117.1696762435329,11832,999.0,2317,2314683.0,1659629.263525363,655053.736474637
2021-11-05,False,1233.2288137897276,11715,999.0,2363,2360637.0,1682733.8693907098,677903.1306092902
2021-11-06,False,1139.8931788939017,11842,999.0,2304,2301696.0,1653150.5309785614,648545.4690214386
2021-11-07,False,1290.2356468339376,11618,999.0,2318,2315682.0,1660291.027521892,655390.972478108
2021-11-08,False,1428.0089743479007,12039,999.0,2476,2473524.0,1739433.283935011,734090.7160649891
2021-11-09,False,1219.2749438652256,11822,999.0,2358,2355642.0,1680223.8770915812,675418.1229084188
2021-11-10,False,1160.3739589244167,11812,999.0,2399,2396601.0,1700664.365627847,695936.6343721531
2021-11-11,False,1232.1068142787597,11595,999.0,2330,2327670.0,1666232.8486462324,661437.1513537676
2021-11-12,False,1425.5520567682543,11678,999.0,2331,2328669.0,1666936.4056311906,661732.5943688094
2021-11-13,False,1156.1535831197389,11565,999.0,2324,2321676.0,1663166.847147801,658509.152852199
2021-11-14,False,1190.9449796310007,11649,999.0,2280,2277720.0,1641194.5012638657,636525.4987361343
2021-11-15,False,1127.5407857973496,11646,993.6799667962582,2965,2946261.1015509055,1983638.2355569052,962622.8659940003
2021-11-16,False,1382.2840175958431,11585,999.0,2316,2313684.0,1659408.5987606144,654275.4012393856
2021-11-17,False,1258.0932974145348,11881,999.0,2400,2397600.0,1701272.2230411537,696327.7769588463
2021-11-18,False,1224.3359908573264,11500,999.0,2253,2250747.0,1627729.4102939153,623017.5897060847
2021-11-19,False,1387.4505561364608,11996,999.0,2388,2385612.0,1695409.0872117465,690202.9127882535
2021-11-20,False,1234.391016936102,11715,999.0,2312,2309688.0,1657237.4762444326,652450.5237555674
2021-11-21,False,1391.1085092857672,11905,999.0,2497,2494503.0,1749892.989644486,744610.010355514
2021-11-22,False,1426.0797581257254,11816,999.0,2366,2363634.0,1684428.6035378126,679205.3964621874
2021-11-23,False,1187.0651373830954,11592,990.3048449071808,2985,2956059.962047935,1993700.7005774877,962359.2614704473
2021-11-24,False,1489.5274787383933,11745,999.0,2418,2415582.0,1710498.11278819,705083.8872118101
2021-11-25,False,1164.9431791650668,11614,999.0,2361,2358639.0,1681673.00878691,676965.99121309
2021-11-26,False,1216.336362662697,11884,999.0,2363,2360637.0,1682728.0775989546,677908.9224010454
2021-11-27,False,1171.9181163334167,11720,999.0,2333,2330667.0,1667681.398574778,662985.6014252219
2021-11-28,False,1238.2022625425338,11880,999.0,2406,2403594.0,1704252.5535214555,699341.4464785445
2021-11-29,False,1292.0243551283022,11716,999.0,2306,2303694.0,1654295.9364452502,649398.0635547498
2021-11-30,False,1308.8703476008477,11827,999.0,2324,2321676.0,1663322.1786241042,658353.8213758958
2021-12-01,False,1441.4424169185088,11781,999.0,2399,2396601.0,1700951.3308379557,695649.6691620443
2021-12-02,False,1455.7791635263466,11787,999.0,2389,2386611.0,1695960.0921959034,690650.9078040966
2021-12-03,False,1188.0415443123625,11738,999.0,2366,2363634.0,1684205.412039857,679428.5879601431
2021-12-04,False,1349.1576128743009,11644,999.0,2266,2263734.0,1634361.0621701973,629372.9378298027
2021-12-05,False,1144.5984229194862,11559,999.0,2345,2342655.0,1673647.5095543964,669007.4904456036
2021-12-06,False,1283.5879440728272,11779,999.0,2429,2426571.0,1715787.7940076017,710783.2059923983
2021-12-07,False,1228.9334152186473,11667,999.0,2444,2441556.0,1723246.706952974,718309.293047026
2021-12-08,False,1226.6002981814427,11451,999.0,2278,2275722.0,1640227.680763916,635494.3192360839
2021-12-09,False,1293.0336966848404,11673,999.0,2411,2408589.0,1706795.6846955223,701793.3153044777
2021-12-10,False,1391.931054211707,11660,999.0,2344,2341656.0,1673396.5256801324,668259.4743198676
2021-12-11,False,1127.6730635169558,11504,999.0,2345,2342655.0,1673627.9418490443,669027.0581509557
2021-12-12,False,1451.6693350749617,11838,999.0,2267,2264733.0,1634962.526370441,629770.4736295589
2021-12-13,False,1393.9255098522244,11891,999.0,2362,2359638.0,1682400.1943872918,677237.8056127082
2021-12-14,False,1170.5997555556241,11810,999.0,2326,2323674.0,1664184.589324382,659489.4106756181
2021-12-15,True,2238.413280924058,22050,904.221424896248,6866,6208384.303337638,3935251.4511579336,2273132.8521797047
2021-12-16,False,1302.5248896093553,11659,999.0,2273,2270727.0,1637805.0972427926,632921.9027572074
2021-12-17,False,1499.923431246786,11689,999.0,2229,2226771.0,1616010.1182835633,610760.8817164367
2021-12-18,False,1178.903789720295,11616,999.0,2245,2242755.0,1623695.3318820642,619059.6681179358
2021-12-19,False,1313.9632793532805,11872,999.0,2392,2389608.0,1697318.3805364755,692289.6194635245
2021-12-20,False,1216.0992170239713,11674,999.0,2263,2260737.0,1632717.942365422,628019.0576345781
2021-12-21,False,1221.6694229556986,11857,999.0,2322,2319678.0,1662223.8803319852,657454.1196680148
2021-12-22,False,1336.426152333596,11822,999.0,2347,2344653.0,1674844.6942876505,669808.3057123495
2021-12-23,False,1468.6876267483333,11959,999.0,2415,2412585.0,1708973.1519430291,703611.8480569709
2021-12-24,False,1422.10554223167,11833,999.0,2420,2417580.0,1711433.542322422,706146.4576775781
2021-12-25,False,1389.5765594005304,11792,999.0,2374,2371626.0,1688390.5991592521,683235.4008407479
2021-12-26,False,1323.669512840681,11719,999.0,2293,2290707.0,1647826.358651759,642880.6413482409
2021-12-27,False,1468.919401466979,11910,999.0,2366,2363634.0,1684473.2148726361,679160.7851273639
2021-12-28,False,1296.9445626763536,11708,999.0,2241,2238759.0,1621810.4931748111,616948.5068251889
2021-12-29,False,1449.5328713338872,11758,999.0,2298,2295702.0,1650454.7438660879,645247.2561339121
2021-12-30,False,1433.5926575506528,11636,999.0,2316,2313684.0,1659452.424299017,654231.5757009829
2021-12-31,False,1185.5341387206347,11588,999.0,2319,2316681.0,1660686.8825992297,655994.1174007703
