Henthorn,Hodder Place,Whalley Weir,New Jumbles Rock,Samlesbury
6.18,4.03,4.33,13.8,16.1
6.21,4.03,4.33,13.8,16.1
6.18,4.03,4.35,13.9,16.1
6.18,4.03,4.33,13.8,16.1
6.18,4.03,4.33,13.9,16.1
6.18,4.0,4.31,13.9,16.1
6.15,4.0,4.33,13.9,16.1
6.15,4.0,4.31,13.9,16.1
6.15,4.0,4.31,13.9,16.1
6.08,4.0,4.33,13.8,16.1
6.08,4.0,4.33,13.8,16.1
6.08,4.0,4.33,13.8,16.1
6.08,4.0,4.31,13.7,16.1
6.12,4.0,4.31,13.7,16.1
6.08,4.0,4.35,13.7,16.1
6.05,3.98,4.31,13.7,16.1
6.05,3.98,4.33,13.7,16.1
6.05,3.98,4.35,13.7,16.1
6.05,3.98,4.33,13.6,16.1
6.05,3.98,4.35,13.6,16.0
6.05,3.98,4.35,13.6,16.0
6.05,3.98,4.33,13.6,16.0
6.02,3.98,4.28,13.6,16.0
6.02,3.98,4.28,13.6,16.0
6.02,3.98,4.31,13.6,16.0
5.99,3.98,4.26,13.6,16.0
5.99,3.98,4.26,13.6,16.0
6.02,3.98,4.24,13.6,15.9
5.96,3.98,4.24,13.5,16.0
5.96,3.98,4.17,13.5,15.9
5.96,3.96,4.21,13.5,15.9
5.96,3.96,4.17,13.5,15.9
5.96,3.94,4.08,13.4,15.9
5.96,3.94,4.1,13.4,15.9
5.96,3.94,4.1,13.4,15.9
5.93,3.94,4.1,13.4,15.8
5.9,3.94,4.08,13.4,15.8
5.93,3.91,4.08,13.3,15.8
5.9,3.91,4.08,13.3,15.8
5.9,3.91,4.12,13.2,15.8
5.9,3.91,4.05,13.2,15.8
5.9,3.91,4.08,13.2,15.8
5.86,3.89,4.08,13.2,15.8
5.86,3.87,4.01,13.2,15.8
5.86,3.87,4.05,13.2,15.7
5.86,3.87,4.01,13.1,15.7
5.83,3.87,4.01,13.1,15.7
5.83,3.87,3.99,13.1,15.7
5.83,3.87,3.96,13.1,15.7
5.83,3.87,3.99,13.1,15.7
5.83,3.87,3.94,13.0,15.6
5.83,3.85,3.94,13.0,15.6
5.83,3.85,3.9,13.0,15.6
5.83,3.85,3.88,12.9,15.5
5.83,3.85,3.94,12.9,15.5
5.83,3.85,3.9,12.9,15.5
5.83,3.85,3.9,12.9,15.4
5.83,3.85,3.88,12.9,15.4
5.8,3.85,3.92,12.9,15.4
5.8,3.85,3.85,12.9,15.4
5.77,3.82,3.88,12.9,15.3
5.77,3.82,3.85,12.8,15.3
5.77,3.82,3.85,12.8,15.3
5.77,3.82,3.85,12.8,15.2
5.77,3.82,3.85,12.8,15.2
5.77,3.82,3.92,12.8,15.2
5.77,3.82,3.94,12.8,15.1
5.74,3.82,3.88,12.8,15.1
5.77,3.8,3.85,12.8,15.1
5.74,3.8,3.85,12.8,15.1
5.74,3.78,3.85,12.7,15.0
5.74,3.78,4.08,12.8,15.0
5.74,3.78,3.85,12.8,15.0
5.74,3.78,4.01,12.8,15.0
5.74,3.78,3.92,12.7,15.0
5.74,3.78,4.01,12.8,14.9
5.71,3.78,4.01,12.8,14.9
5.71,3.78,4.01,12.8,14.9
5.71,3.78,4.01,12.8,14.9
5.71,3.78,4.03,12.8,14.8
5.68,3.78,4.08,12.8,14.8
5.65,3.76,4.1,12.7,14.8
5.65,3.76,4.14,12.7,14.7
5.65,3.76,4.1,12.7,14.8
5.65,3.76,4.1,12.7,14.7
5.65,3.76,4.12,12.8,14.7
5.65,3.76,4.17,12.8,14.7
5.65,3.76,4.21,12.8,14.7
5.62,3.76,4.24,12.8,14.7
5.65,3.76,4.21,12.8,14.6
5.62,3.76,4.14,12.8,14.6
5.62,3.76,4.17,12.8,14.6
5.62,3.74,4.19,12.9,14.6
5.62,3.74,4.17,12.9,14.6
5.59,3.71,4.17,12.8,14.6
5.55,3.71,4.19,12.8,14.6
5.59,3.71,4.19,12.8,14.6
5.59,3.71,4.21,12.8,14.6
5.55,3.71,4.19,12.8,14.6
5.59,3.71,4.21,12.7,14.6
5.59,3.71,4.14,12.8,14.6
5.55,3.71,4.1,12.7,14.6
5.55,3.69,4.21,12.7,14.6
5.55,3.69,4.17,12.8,14.6
5.55,3.69,4.17,12.8,14.6
5.59,3.69,4.17,12.7,14.6
5.55,3.69,4.17,12.7,14.6
5.55,3.69,4.17,12.7,14.6
5.55,3.69,4.14,12.7,14.6
5.55,3.69,4.14,12.7,14.6
5.52,3.69,4.17,12.7,14.6
5.52,3.69,4.12,12.7,14.6
5.55,3.69,4.14,12.7,14.6
5.52,3.69,4.08,12.7,14.6
5.52,3.67,4.17,12.6,14.6
5.52,3.67,4.12,12.6,14.6
5.52,3.67,4.08,12.6,14.6
5.52,3.67,4.08,12.6,14.6
5.52,3.67,4.05,12.6,14.6
5.49,3.67,4.12,12.6,14.6
5.52,3.67,4.01,12.6,14.6
5.49,3.65,4.03,12.6,14.6
5.46,3.65,4.01,12.5,14.6
5.49,3.65,3.96,12.5,14.6
5.49,3.65,4.01,12.5,14.6
5.46,3.63,4.01,12.4,14.6
5.46,3.63,3.99,12.4,14.6
5.46,3.63,3.99,12.4,14.6
5.43,3.63,3.94,12.4,14.6
5.43,3.63,3.94,12.4,14.6
5.43,3.63,4.01,12.4,14.6
5.43,3.63,3.92,12.4,14.6
5.4,3.63,3.88,12.3,14.5
5.4,3.63,3.85,12.3,14.5
5.4,3.63,3.83,12.3,14.5
5.4,3.63,3.88,12.2,14.5
5.4,3.63,3.83,12.2,14.5
5.4,3.63,3.79,12.2,14.5
5.4,3.61,3.77,12.1,14.5
5.4,3.61,3.77,12.1,14.5
5.37,3.61,3.79,12.1,14.4
5.37,3.61,3.7,12.1,14.4
5.37,3.61,3.7,12.1,14.4
5.34,3.61,3.72,12.0,14.4
5.34,3.61,3.7,12.0,14.4
5.34,3.59,3.72,12.0,14.4
5.31,3.59,3.7,12.0,14.4
5.31,3.59,3.7,11.9,14.4
5.31,3.56,3.68,11.9,14.2
5.31,3.56,3.66,11.9,14.2
5.34,3.56,3.64,11.9,14.2
5.31,3.56,3.68,11.9,14.2
5.31,3.56,3.7,11.9,14.2
5.31,3.56,3.68,11.9,14.2
5.31,3.56,3.62,11.8,14.1
5.31,3.54,3.64,11.8,14.1
5.34,3.54,3.64,11.8,14.1
5.34,3.54,3.7,11.8,14.1
5.31,3.54,3.64,11.8,14.1
5.31,3.54,3.64,11.8,14.0
5.31,3.54,3.64,11.8,14.0
5.31,3.54,3.64,11.8,14.0
5.31,3.54,3.64,11.8,14.0
5.31,3.54,3.64,11.8,13.9
5.31,3.54,3.7,11.8,13.9
5.28,3.54,3.72,11.8,13.8
5.28,3.54,3.83,11.8,13.8
5.28,3.52,3.79,11.8,13.8
5.31,3.52,3.88,11.8,13.8
5.28,3.52,3.85,11.8,13.8
5.31,3.52,3.92,11.8,13.8
5.28,3.52,3.96,11.8,13.7
5.28,3.52,3.94,11.8,13.6
5.28,3.52,3.94,12.0,13.6
5.28,3.52,3.96,11.9,13.6
5.28,3.52,3.94,11.9,13.6
5.25,3.5,4.05,12.0,13.6
5.25,3.5,4.01,12.0,13.6
5.22,3.5,4.03,12.0,13.6
5.22,3.5,4.03,12.0,13.6
5.22,3.5,4.12,12.0,13.5
5.22,3.5,4.17,12.0,13.5
5.22,3.5,4.21,12.0,13.5
5.22,3.5,4.21,12.0,13.5
5.19,3.5,4.24,12.1,13.5
5.19,3.5,4.24,12.0,13.5
5.19,3.5,4.24,12.1,13.5
5.19,3.5,4.24,12.1,13.5
5.19,3.5,4.24,12.1,13.5
5.19,3.48,4.24,12.1,13.5
5.19,3.5,4.26,12.2,13.5
5.19,3.48,4.28,12.2,13.5
5.19,3.48,4.26,12.2,13.5
5.16,3.48,4.31,12.2,13.4
5.19,3.48,4.31,12.2,13.5
5.19,3.48,4.31,12.2,13.5
5.16,3.48,4.35,12.2,13.5
5.13,3.48,4.31,12.2,13.6
5.13,3.48,4.26,12.2,13.6
5.13,3.48,4.28,12.2,13.6
5.16,3.48,4.24,12.2,13.6
5.16,3.48,4.24,12.2,13.6
5.13,3.48,4.24,12.1,13.6
5.13,3.48,4.26,12.2,13.6
5.13,3.48,4.21,12.1,13.6
5.13,3.48,4.24,12.1,13.6
5.11,3.48,4.17,12.1,13.6
5.13,3.48,4.17,12.1,13.6
5.11,3.48,4.14,12.1,13.7
5.11,3.48,4.17,12.1,13.7
5.13,3.46,4.14,12.1,13.7
5.11,3.46,4.08,12.0,13.8
5.11,3.46,4.08,12.0,13.8
5.11,3.46,4.08,12.0,13.8
5.11,3.46,4.08,12.0,13.8
5.11,3.46,4.08,11.9,13.8
5.11,3.46,4.01,11.9,13.8
5.11,3.46,4.05,11.9,13.8
5.11,3.44,4.03,11.9,13.8
5.11,3.44,4.1,11.9,13.8
5.08,3.44,4.1,11.8,13.8
5.08,3.44,4.08,11.8,13.8
5.08,3.42,4.08,11.8,13.8
5.08,3.42,4.01,11.8,13.8
5.05,3.42,4.01,11.8,13.8
5.05,3.42,3.96,11.8,13.8
5.02,3.42,4.01,11.8,13.8
5.02,3.42,3.99,11.8,13.8
5.02,3.42,3.92,11.8,13.8
5.02,3.4,3.94,11.7,13.8
5.05,3.4,3.94,11.7,13.8
5.02,3.4,3.85,11.6,13.8
5.02,3.4,3.92,11.6,13.7
5.02,3.4,3.85,11.6,13.7
5.02,3.4,3.85,11.6,13.7
5.02,3.4,3.85,11.6,13.7
5.02,3.4,3.85,11.6,13.7
5.02,3.4,3.79,11.6,13.6
5.02,3.4,3.83,11.5,13.6
5.02,3.4,3.77,11.5,13.6
5.02,3.38,3.77,11.5,13.6
5.02,3.38,3.75,11.4,13.6
4.99,3.38,3.7,11.4,13.6
4.99,3.38,3.72,11.4,13.6
4.99,3.38,3.68,11.4,13.5
4.99,3.38,3.72,11.4,13.5
4.99,3.38,3.7,11.4,13.5
4.99,3.38,3.7,11.4,13.4
4.99,3.38,3.68,11.4,13.4
4.99,3.36,3.68,11.4,13.4
4.99,3.36,3.68,11.3,13.4
4.99,3.36,3.64,11.4,13.3
5.02,3.36,3.72,11.3,13.4
5.02,3.36,3.64,11.3,13.3
5.02,3.34,3.68,11.3,13.3
5.02,3.34,3.64,11.3,13.2
5.02,3.34,3.64,11.3,13.2
5.02,3.34,3.68,11.3,13.2
5.08,3.34,3.7,11.3,13.2
5.11,3.34,3.7,11.2,13.2
5.11,3.34,3.64,11.3,13.2
5.11,3.34,3.7,11.3,13.2
5.11,3.32,3.68,11.4,13.1
5.08,3.32,3.68,11.4,13.1
5.05,3.32,3.77,11.4,13.1
5.08,3.34,3.75,11.4,13.0
5.05,3.32,3.79,11.4,13.0
5.08,3.32,3.77,11.4,13.0
5.08,3.29,3.83,11.4,13.0
5.05,3.29,3.83,11.4,12.9
5.08,3.29,3.81,11.4,12.9
5.08,3.29,3.83,11.4,12.9
5.08,3.27,3.88,11.4,12.9
5.08,3.27,3.85,11.4,12.9
5.08,3.27,3.88,11.4,12.9
5.11,3.27,3.83,11.4,12.9
5.11,3.27,3.85,11.4,12.9
5.11,3.27,3.85,11.4,12.9
5.11,3.27,3.88,11.4,12.8
5.11,3.27,3.83,11.4,12.8
5.11,3.27,3.88,11.4,12.8
5.11,3.27,3.85,11.4,12.8
5.11,3.27,3.85,11.4,12.8
5.13,3.27,3.85,11.5,12.8
5.11,3.27,3.83,11.4,12.8
5.13,3.27,3.88,11.4,12.7
5.16,3.27,3.83,11.4,12.8
5.16,3.25,3.79,11.5,12.8
5.16,3.25,3.92,11.5,12.8
5.19,3.25,3.83,11.5,12.8
5.19,3.25,3.83,11.5,12.9
5.19,3.25,3.83,11.5,12.8
5.19,3.25,3.85,11.5,12.8
5.22,3.25,3.92,11.5,12.9
5.25,3.25,3.85,11.5,12.9
5.25,3.25,3.85,11.5,12.9
5.25,3.25,3.85,11.5,12.9
5.25,3.25,3.85,11.6,12.9
5.25,3.25,3.85,11.6,12.9
5.28,3.25,3.88,11.6,12.9
5.28,3.25,3.85,11.6,12.9
5.28,3.25,3.88,11.6,12.9
5.25,3.25,3.85,11.6,12.9
5.28,3.25,3.88,11.6,12.9
5.25,3.25,3.85,11.6,12.9
5.25,3.25,3.83,11.6,12.9
5.28,3.25,3.88,11.6,12.9
5.28,3.25,3.85,11.6,12.9
5.28,3.25,3.83,11.6,12.9
5.28,3.25,3.85,11.6,12.9
5.28,3.25,3.85,11.6,13.0
5.28,3.25,3.83,11.6,13.0
5.25,3.25,3.81,11.6,13.0
5.28,3.23,3.79,11.6,13.0
5.28,3.23,3.77,11.6,13.0
5.25,3.23,3.79,11.6,13.0
5.25,3.23,3.79,11.6,13.0
5.25,3.23,3.7,11.5,13.0
5.25,3.23,3.7,11.5,13.0
5.22,3.23,3.7,11.5,13.0
5.22,3.23,3.64,11.5,13.1
5.25,3.23,3.64,11.5,13.1
5.22,3.21,3.62,11.5,13.1
5.22,3.21,3.62,11.4,13.1
5.22,3.21,3.64,11.4,13.1
5.22,3.21,3.6,11.4,13.1
5.22,3.19,3.6,11.4,13.1
5.22,3.19,3.56,11.4,13.1
5.22,3.19,3.56,11.4,13.1
5.22,3.19,3.53,11.4,13.1
5.22,3.19,3.56,11.3,13.1
5.22,3.19,3.53,11.2,13.1
5.22,3.19,3.51,11.2,13.1
5.19,3.19,3.49,11.2,13.1
5.19,3.19,3.51,11.2,13.1
5.22,3.19,3.47,11.2,13.1
5.22,3.19,3.49,11.2,13.1
5.19,3.19,3.41,11.2,13.1
5.19,3.19,3.43,11.2,13.1
5.19,3.19,3.43,11.2,13.1
5.19,3.19,3.39,11.2,13.1
5.16,3.19,3.41,11.2,13.1
5.16,3.19,3.41,11.2,13.0
5.16,3.19,3.39,11.1,13.0
5.13,3.19,3.39,11.1,13.0
5.13,3.18,3.41,11.0,13.0
5.16,3.18,3.37,11.0,13.0
5.13,3.18,3.33,11.0,12.9
5.16,3.16,3.35,11.0,12.9
5.16,3.14,3.31,11.0,12.9
5.13,3.14,3.39,11.0,12.9
5.13,3.14,3.35,11.0,12.9
5.13,3.14,3.37,11.0,12.9
5.13,3.14,3.47,11.0,12.8
5.13,3.12,3.45,11.0,12.8
5.11,3.12,3.47,11.0,12.7
5.11,3.12,3.47,10.9,12.7
5.11,3.12,3.56,11.0,12.7
5.11,3.12,3.45,11.0,12.7
5.11,3.12,3.49,11.0,12.7
5.11,3.12,3.51,11.0,12.7
5.11,3.12,3.51,11.0,12.7
5.11,3.12,3.47,11.0,12.7
5.08,3.12,3.51,11.0,12.6
5.08,3.12,3.58,11.0,12.6
5.08,3.12,3.56,11.0,12.6
5.11,3.1,3.58,11.0,12.5
5.11,3.1,3.64,11.0,12.5
5.11,3.08,3.62,11.0,12.5
5.11,3.08,3.62,11.0,12.5
5.08,3.08,3.68,11.0,12.5
5.11,3.08,3.66,11.0,12.5
5.08,3.08,3.64,11.0,12.5
5.08,3.08,3.64,11.0,12.4
5.11,3.08,3.64,11.0,12.4
5.08,3.08,3.64,11.0,12.4
5.08,3.08,3.62,11.0,12.4
5.08,3.08,3.64,11.0,12.4
5.08,3.08,3.62,11.0,12.4
5.11,3.08,3.68,11.0,12.3
5.08,3.08,3.58,11.0,12.3
5.08,3.08,3.7,11.0,12.3
5.11,3.08,3.64,11.0,12.3
5.11,3.08,3.64,11.0,12.3
5.11,3.06,3.64,11.0,12.3
5.11,3.06,3.68,11.0,12.3
5.11,3.06,3.72,11.0,12.3
5.11,3.06,3.64,11.0,12.3
5.11,3.06,3.7,11.0,12.3
5.11,3.06,3.64,11.0,12.3
5.11,3.06,3.62,11.0,12.3
5.11,3.06,3.62,11.1,12.3
5.13,3.06,3.6,11.1,12.3
5.11,3.06,3.64,11.1,12.3
5.11,3.06,3.62,11.1,12.3
5.13,3.06,3.56,11.0,12.4
5.13,3.06,3.56,11.0,12.4
5.13,3.06,3.58,11.0,12.4
5.11,3.06,3.64,11.0,12.4
5.11,3.06,3.56,11.0,12.4
5.13,3.06,3.58,11.0,12.4
5.11,3.06,3.58,11.0,12.4
5.11,3.06,3.62,11.0,12.4
5.11,3.06,3.62,11.0,12.4
5.11,3.06,3.58,11.0,12.4
5.11,3.06,3.64,11.0,12.4
5.11,3.06,3.6,11.0,12.4
5.08,3.06,3.62,11.0,12.4
5.11,3.06,3.6,11.0,12.4
5.08,3.06,3.62,11.0,12.4
5.11,3.06,3.58,11.0,12.4
5.05,3.06,3.64,11.0,12.4
5.05,3.04,3.62,11.0,12.4
5.02,3.04,3.64,11.0,12.4
5.02,3.04,3.62,11.0,12.4
5.02,3.02,3.6,11.0,12.4
5.02,3.02,3.53,11.0,12.4
5.02,3.02,3.53,11.0,12.4
4.99,3.0,3.53,11.0,12.4
4.99,3.0,3.49,10.9,12.4
4.99,3.0,3.49,10.9,12.4
4.96,3.0,3.47,10.9,12.4
4.99,3.0,3.51,10.8,12.4
4.96,3.0,3.45,10.8,12.4
4.93,3.0,3.47,10.8,12.4
4.93,3.0,3.49,10.7,12.4
4.93,3.0,3.39,10.7,12.4
4.93,3.0,3.39,10.7,12.4
4.9,3.0,3.41,10.7,12.4
4.9,3.0,3.35,10.7,12.3
4.9,3.0,3.41,10.7,12.3
4.87,3.0,3.31,10.7,12.3
4.87,3.0,3.35,10.6,12.3
4.87,3.0,3.31,10.6,12.3
4.87,3.0,3.33,10.6,12.3
4.87,3.0,3.25,10.5,12.3
4.87,3.0,3.25,10.5,12.3
4.87,3.0,3.23,10.5,12.3
4.82,3.0,3.21,10.5,12.3
4.84,3.0,3.19,10.5,12.3
4.82,3.0,3.15,10.5,12.3
4.84,2.98,3.19,10.3,12.3
4.82,2.98,3.15,10.3,12.3
4.82,3.0,3.19,10.3,12.2
4.82,3.0,3.15,10.3,12.1
4.82,2.98,3.15,10.3,12.1
4.82,2.98,3.19,10.3,12.1
4.82,2.98,3.15,10.3,12.1
4.82,2.98,3.25,10.3,12.1
4.79,2.98,3.27,10.3,12.1
4.79,2.98,3.31,10.3,12.0
4.76,2.98,3.35,10.3,12.0
4.76,2.98,3.29,10.3,12.0
4.73,2.96,3.31,10.3,11.9
4.73,2.94,3.31,10.3,11.9
4.73,2.94,3.31,10.3,11.9
4.73,2.94,3.33,10.3,11.9
4.7,2.92,3.37,10.3,11.9
4.7,2.92,3.29,10.3,11.9
4.7,2.92,3.33,10.3,11.9
4.7,2.92,3.31,10.3,11.8
4.67,2.92,3.35,10.3,11.8
4.67,2.92,3.35,10.3,11.7
4.67,2.92,3.39,10.3,11.7
4.67,2.92,3.47,10.2,11.7
4.67,2.92,3.39,10.1,11.7
4.67,2.92,3.41,10.2,11.7
4.64,2.91,3.41,10.2,11.6
4.62,2.91,3.41,10.2,11.6
4.62,2.91,3.41,10.3,11.6
4.62,2.91,3.39,10.3,11.6
4.62,2.91,3.43,10.3,11.6
4.64,2.91,3.41,10.3,11.6
4.62,2.91,3.43,10.3,11.5
4.62,2.91,3.35,10.3,11.5
4.62,2.91,3.41,10.3,11.5
4.62,2.91,3.41,10.3,11.5
4.59,2.91,3.43,10.3,11.5
4.59,2.91,3.41,10.3,11.5
4.59,2.91,3.37,10.2,11.5
4.59,2.91,3.41,10.2,11.4
4.59,2.89,3.41,10.2,11.4
4.59,2.89,3.41,10.1,11.5
4.59,2.89,3.47,10.1,11.5
4.59,2.89,3.43,10.1,11.5
4.59,2.89,3.43,10.1,11.5
4.59,2.89,3.43,10.1,11.5
4.59,2.89,3.47,10.1,11.5
4.59,2.89,3.53,10.1,11.4
4.56,2.87,3.51,10.1,11.4
4.59,2.87,3.56,10.1,11.4
4.56,2.87,3.53,10.1,11.4
4.53,2.87,3.53,10.1,11.4
4.56,2.87,3.53,10.1,11.4
4.53,2.87,3.47,10.2,11.4
4.51,2.87,3.49,10.2,11.4
4.51,2.87,3.53,10.2,11.4
4.51,2.87,3.45,10.2,11.4
4.48,2.87,3.47,10.1,11.4
4.51,2.87,3.45,10.1,11.4
4.51,2.87,3.43,10.1,11.4
4.51,2.87,3.41,10.1,11.4
4.51,2.87,3.43,10.1,11.4
4.48,2.87,3.41,10.1,11.4
4.48,2.87,3.41,10.1,11.4
4.48,2.87,3.41,10.1,11.4
4.48,2.87,3.41,10.1,11.4
4.45,2.87,3.33,10.1,11.4
4.45,2.87,3.35,10.0,11.4
4.42,2.87,3.35,10.0,11.4
4.42,2.85,3.31,10.0,11.4
4.42,2.85,3.35,10.0,11.4
4.42,2.85,3.33,9.96,11.4
4.42,2.85,3.31,9.9,11.4
4.42,2.85,3.25,9.9,11.4
4.42,2.85,3.31,9.9,11.4
4.39,2.85,3.25,9.9,11.4
4.39,2.83,3.27,9.84,11.4
4.39,2.83,3.25,9.84,11.4
4.39,2.83,3.25,9.78,11.4
4.39,2.83,3.21,9.78,11.4
4.39,2.83,3.21,9.72,11.4
4.37,2.83,3.19,9.72,11.4
4.34,2.83,3.21,9.72,11.4
4.34,2.83,3.15,9.72,11.4
4.34,2.83,3.19,9.66,11.4
4.34,2.83,3.13,9.66,11.4
4.34,2.83,3.13,9.66,11.4
4.34,2.83,3.13,9.66,11.3
4.31,2.83,3.11,9.66,11.3
4.31,2.85,3.1,9.6,11.3
4.31,2.83,3.08,9.6,11.3
4.31,2.85,3.04,9.6,11.3
4.31,2.83,3.06,9.6,11.3
4.31,2.83,3.06,9.6,11.3
4.31,2.83,3.02,9.54,11.3
4.31,2.83,3.0,9.54,11.3
4.31,2.83,3.02,9.48,11.2
4.31,2.83,3.04,9.48,11.2
4.31,2.81,2.94,9.48,11.2
4.31,2.81,2.96,9.48,11.1
4.31,2.81,2.94,9.48,11.1
4.29,2.81,2.94,9.48,11.1
4.29,2.81,2.94,9.48,11.1
4.29,2.81,2.94,9.48,11.1
4.29,2.79,3.0,9.42,11.0
4.29,2.79,3.0,9.42,11.0
4.29,2.79,3.04,9.36,11.0
4.26,2.79,3.06,9.36,11.0
4.26,2.79,3.04,9.3,10.9
4.23,2.78,3.08,9.3,10.9
4.23,2.78,3.11,9.3,10.9
4.23,2.78,3.02,9.3,10.9
4.23,2.78,3.08,9.3,10.9
4.23,2.76,3.02,9.36,10.9
4.23,2.76,3.02,9.36,10.8
4.2,2.76,3.06,9.36,10.8
4.2,2.76,3.08,9.36,10.8
4.18,2.76,3.08,9.36,10.8
4.18,2.74,3.08,9.3,10.8
4.15,2.74,3.1,9.3,10.8
4.15,2.74,3.1,9.3,10.8
4.15,2.74,3.19,9.3,10.8
4.15,2.74,3.17,9.3,10.8
4.12,2.74,3.19,9.3,10.7
4.12,2.74,3.19,9.3,10.7
4.12,2.74,3.19,9.3,10.7
4.12,2.72,3.15,9.3,10.7
4.12,2.74,3.15,9.3,10.7
4.12,2.72,3.15,9.3,10.6
4.12,2.72,3.19,9.3,10.6
4.12,2.72,3.15,9.3,10.6
4.12,2.72,3.19,9.3,10.6
4.12,2.72,3.21,9.3,10.6
4.12,2.72,3.21,9.3,10.6
4.12,2.72,3.21,9.3,10.6
4.12,2.72,3.17,9.3,10.6
4.12,2.72,3.19,9.3,10.5
4.12,2.72,3.21,9.3,10.5
4.12,2.72,3.17,9.3,10.5
4.12,2.72,3.21,9.3,10.5
4.1,2.72,3.25,9.3,10.5
4.07,2.72,3.19,9.3,10.5
4.07,2.72,3.21,9.3,10.5
4.07,2.72,3.27,9.3,10.5
4.07,2.72,3.13,9.3,10.5
4.07,2.72,3.23,9.3,10.5
4.07,2.72,3.35,9.3,10.5
4.07,2.7,3.39,9.3,10.5
4.07,2.7,3.47,9.3,10.5
4.04,2.7,3.35,9.25,10.5
4.04,2.7,3.37,9.3,10.5
4.04,2.7,3.35,9.3,10.5
4.04,2.7,3.35,9.36,10.5
4.04,2.7,3.33,9.42,10.5
4.04,2.69,3.31,9.42,10.5
4.02,2.69,3.27,9.42,10.5
4.02,2.69,3.35,9.42,10.5
3.99,2.69,3.27,9.42,10.5
3.99,2.69,3.27,9.36,10.5
3.99,2.69,3.25,9.3,10.5
3.99,2.69,3.21,9.3,10.5
3.99,2.69,3.27,9.3,10.5
3.97,2.69,3.27,9.3,10.5
3.99,2.69,3.27,9.25,10.5
3.97,2.69,3.29,9.25,10.5
3.97,2.69,3.23,9.25,10.5
3.97,2.69,3.27,9.25,10.5
3.94,2.69,3.21,9.25,10.5
3.94,2.69,3.21,9.25,10.5
3.94,2.69,3.21,9.19,10.5
3.94,2.69,3.19,9.19,10.5
3.94,2.69,3.17,9.19,10.5
3.91,2.69,3.13,9.19,10.5
3.91,2.69,3.17,9.13,10.5
3.89,2.69,3.13,9.13,10.5
3.89,2.69,3.08,9.07,10.5
3.89,2.69,3.08,9.07,10.5
3.86,2.69,3.08,9.01,10.5
3.86,2.69,3.06,9.01,10.5
3.86,2.67,3.04,8.9,10.5
3.86,2.65,3.0,8.9,10.5
3.84,2.62,2.98,8.84,10.5
3.84,2.62,2.96,8.84,10.5
3.84,2.62,2.96,8.78,10.5
3.84,2.62,2.93,8.73,10.5
3.81,2.65,2.89,8.67,10.5
3.81,2.67,2.93,8.67,10.5
3.78,2.69,2.87,8.67,10.5
3.78,2.72,2.87,8.61,10.5
3.76,2.74,2.83,8.56,10.5
3.76,2.76,2.85,8.5,10.4
3.78,2.78,2.82,8.5,10.4
3.76,2.79,2.82,8.44,10.4
3.78,2.79,2.85,8.44,10.4
3.76,2.78,2.82,8.39,10.3
3.76,2.72,2.82,8.39,10.3
3.76,2.69,2.83,8.33,10.3
3.76,2.67,2.85,8.33,10.3
3.76,2.65,2.93,8.33,10.3
3.76,2.65,2.87,8.33,10.3
3.76,2.62,2.87,8.39,10.2
3.76,2.62,2.89,8.39,10.2
3.73,2.62,2.94,8.39,10.2
3.73,2.62,2.93,8.44,10.2
3.73,2.62,2.91,8.44,10.2
3.73,2.62,2.96,8.44,10.1
3.71,2.62,2.93,8.5,10.1
3.71,2.65,3.0,8.56,10.0
3.71,2.69,2.94,8.61,9.98
3.76,2.74,2.94,8.67,9.98
3.76,2.79,2.96,8.67,9.94
3.76,2.83,3.0,8.67,9.89
3.76,2.85,3.0,8.67,9.89
3.76,2.83,3.02,8.73,9.85
3.76,2.79,3.02,8.84,9.85
3.76,2.74,3.04,8.84,9.72
3.76,2.72,3.08,8.9,9.72
3.76,2.67,3.08,8.9,9.72
3.78,2.65,3.13,8.96,9.68
3.78,2.62,3.08,8.96,9.68
3.81,2.62,3.13,8.96,9.64
3.84,2.62,3.08,8.9,9.6
3.84,2.6,3.08,8.9,9.6
3.84,2.58,3.08,8.84,9.6
3.84,2.56,3.1,8.84,9.55
3.84,2.56,3.08,8.84,9.55
3.86,2.55,3.1,8.84,9.55
3.86,2.55,3.1,8.84,9.55
3.89,2.55,3.13,8.78,9.55
3.89,2.55,3.13,8.84,9.55
3.89,2.55,3.13,8.84,9.55
3.89,2.55,3.1,8.84,9.55
3.89,2.55,3.11,8.84,9.6
3.89,2.55,3.13,8.84,9.6
3.86,2.55,3.11,8.84,9.6
3.86,2.55,3.13,8.84,9.64
3.86,2.58,3.17,8.84,9.68
3.86,2.62,3.13,8.78,9.72
3.84,2.62,3.13,8.78,9.72
3.84,2.62,3.15,8.78,9.77
3.84,2.63,3.15,8.78,9.81
3.84,2.67,3.13,8.78,9.85
3.81,2.67,3.15,8.84,9.89
3.78,2.67,3.13,8.84,9.89
3.78,2.65,3.13,8.9,9.94
3.78,2.62,3.13,8.9,9.94
3.76,2.62,3.15,8.9,9.98
3.76,2.62,3.13,8.96,9.98
3.73,2.6,3.13,8.96,9.98
3.71,2.6,3.15,8.96,9.98
3.68,2.58,3.15,8.9,9.98
3.68,2.58,3.17,8.9,9.98
3.68,2.56,3.13,8.9,9.98
3.68,2.56,3.13,8.9,9.98
3.68,2.56,3.13,8.84,9.98
3.66,2.56,3.1,8.84,9.94
3.66,2.56,3.13,8.84,9.94
