ira,a401,hval,hmort,hequity,nifa,net_nifa,tfa,net_tfa,tfa_he,tw,age,inc,fsize,educ,db,marr,male,twoearn,dum91,e401,p401,pira,nohs,hs,smcol,col,icat,ecat,zhat,net_n401,hown,i1,i2,i3,i4,i5,i6,i7,a1,a2,a3,a4,a5
0,0,60000,40000,20000,650,50,650,50,20050,22550,43,39612,2,12,0,1,0,1,1,0,0,0,0,1,0,0,4,2,0.3719455,50,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,73500,57500,16000,2830,2830,2830,2830,18830,18830,32,35832,4,18,1,1,0,1,1,0,0,0,0,0,0,1,4,4,0.5297047,2830,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,560,-3440,560,-3440,-3440,560,28,19152,3,14,0,1,0,1,1,0,0,0,0,0,1,0,2,3,0.1283302,-3440,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,90000,0,90000,350,-1750,350,-1750,88250,90750,29,14892,2,14,0,1,0,1,1,0,0,0,0,0,1,0,2,3,0.1582553,-1750,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,40000,20000,20000,825,-975,825,-975,19025,23325,34,19362,5,12,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0.1582553,-975,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,135000,107500,27500,4100,2100,4100,2100,29600,35475,32,21306,1,14,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0.2694195,2100,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,29000,29000,0,1200,1200,1200,1200,1200,6200,26,24348,2,13,1,1,0,1,1,0,0,0,0,0,1,0,3,3,0.3978536,1200,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,35597,23997,35597,23997,23997,192797,38,2661,1,18,0,0,1,0,1,0,0,0,0,0,0,1,1,4,0.0278493,23997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,70000,49000,21000,0,0,0,0,21000,21000,41,12000,5,9,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0.1582553,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,25000,22000,3000,0,-3000,0,-3000,0,0,49,24882,3,11,1,1,0,1,1,0,0,0,1,0,0,0,3,1,0.3978536,-3000,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,3,-627,3,-627,-627,-627,36,12750,3,10,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0.1283302,-627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4000,0,0,0,0,1599,1499,5599,5499,5499,13174,64,18090,1,9,1,0,0,0,1,0,0,1,1,0,0,0,2,1,0.3268128,5499,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6500,0,200000,25000,175000,6699,6699,13199,13199,188199,188199,53,34191,4,12,0,1,1,0,1,0,0,1,0,1,0,0,4,2,0.3524857,13199,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,300000,0,300000,122499,122499,122499,122499,422499,430574,61,60150,2,18,0,0,1,0,1,0,0,0,0,0,0,1,6,4,0.4938007,122499,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,130000,84000,46000,11043,8043,11043,8043,54043,62958,50,54981,2,12,0,1,0,1,1,0,0,0,0,1,0,0,6,2,0.5405443,8043,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,200,-14800,200,-14800,-14800,-11300,44,15513,4,15,0,1,0,1,1,0,0,0,0,0,1,0,2,3,0.1283302,-14800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,204,-2796,204,-2796,-2796,-2796,31,12816,7,10,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0.1283302,-2796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,1999,1999,1999,1999,1999,2499,33,14520,1,12,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0.1152104,1999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,30000,0,30000,200,-100,200,-100,29900,29900,61,8382,2,12,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0.062312,-100,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,285000,45000,240000,40000,20000,40000,20000,260000,260000,62,14100,3,12,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0.1582553,20000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,0,3000,3000,3000,3000,3000,3000,41,43410,4,12,0,1,0,1,1,0,0,0,0,1,0,0,5,2,0.3243191,3000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,899,149,899,149,149,149,28,15669,5,12,0,1,0,1,1,0,0,0,0,1,0,0,2,2,0.1283302,149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18000,0,135000,0,135000,159999,157999,177999,175999,310999,329499,63,61476,2,16,0,1,0,1,1,0,0,1,0,0,0,1,6,4,0.5336504,175999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1800,0,0,0,0,2400,1300,4200,3100,3100,4600,30,30210,2,16,0,0,1,0,1,0,0,1,0,0,0,1,4,4,0.2906278,3100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,30000,14000,16000,499,499,499,499,16499,16999,45,15780,2,10,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0.4041266,499,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,0,-2000,0,-2000,-2000,-200,27,8640,1,12,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0.0278493,-2000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,-4000,0,-4000,-4000,-2375,26,18000,1,18,0,0,0,0,1,0,0,0,0,0,0,1,2,4,0.1152104,-4000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,3900,-8400,3900,-8400,-8400,-8400,31,46800,3,16,0,1,0,1,1,0,0,0,0,0,0,1,5,4,0.3243191,-8400,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,2100,-4100,2100,-4100,-4100,475,31,29025,1,13,0,0,0,0,1,0,0,0,0,0,1,0,3,3,0.2060434,-4100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,87000,68000,19000,500,-7000,500,-7000,12000,29000,32,59958,4,12,0,1,0,1,1,0,0,0,0,1,0,0,6,2,0.5405443,-7000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,9000,1000,9000,1000,1000,4596,28,25200,1,12,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0.2060434,1000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,75000,0,75000,0,0,0,0,75000,75000,34,48900,4,12,0,1,1,1,1,0,0,0,0,1,0,0,5,2,0.4407951,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,38000,38000,0,9,-16122,9,-16122,-16122,-7322,47,23067,4,10,0,1,0,1,1,0,0,0,1,0,0,0,3,1,0.273178,-16122,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,100,-1900,100,-1900,-1900,-1400,42,28350,5,12,0,1,0,1,1,0,0,0,0,1,0,0,3,2,0.2092901,-1900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,50000,45000,5000,400,0,400,0,5000,51000,45,50883,6,12,0,1,0,1,1,0,0,0,0,1,0,0,6,2,0.5405443,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,50000,35000,15000,100,-1500,100,-1500,13500,22500,31,30324,4,12,0,1,0,0,1,0,0,0,0,1,0,0,4,2,0.3719455,-1500,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,20,-20,20,-20,-20,-20,30,10272,1,12,0,0,1,0,1,0,0,0,0,1,0,0,2,2,0.1152104,-20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,150000,95500,54500,12500,12400,12500,12400,66900,69400,31,50388,2,15,0,1,0,1,1,0,0,0,0,0,1,0,6,3,0.5405443,12400,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,199,199,199,199,199,249,44,22692,1,12,1,0,0,0,1,0,0,0,0,1,0,0,3,2,0.5315681,199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,200000,100000,100000,27650,27150,27650,27150,127150,133052,40,42672,4,12,0,1,0,0,1,0,0,0,0,1,0,0,5,2,0.4407951,27150,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,48000,35500,12500,59,59,59,59,12559,13559,43,30333,3,14,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0.3866406,59,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,25000,0,25000,549,-651,549,-651,24349,24349,52,10968,4,9,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0.1582553,-651,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,1350,-28650,1800,-28200,-28200,-28200,33,6855,3,12,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0.0278493,-28650,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,0,-7500,0,-7500,-7500,-4000,34,19890,1,12,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0.1152104,-7500,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6000,0,50000,40000,10000,6550,3500,12550,9500,19500,19500,55,30954,2,12,0,1,0,1,1,0,0,1,0,1,0,0,4,2,0.3524857,9500,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,0,0,-117200,0,-117200,-117200,-117200,39,14790,5,6,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0.1283302,-117200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38000,0,60000,16300,43700,5300,4800,43300,42800,86500,86500,53,32559,3,12,0,1,0,1,1,0,0,1,0,1,0,0,4,2,0.3524857,42800,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,0,-3600,0,-3600,-3600,-2100,26,2025,1,16,0,0,1,0,1,0,0,0,0,0,0,1,1,4,0.0278493,-3600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,68000,67000,1000,1000,-3000,1000,-3000,-2000,6000,39,48360,4,13,0,1,0,1,1,0,0,0,0,0,1,0,5,3,0.4407951,-3000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45000,0,170000,0,170000,180000,180000,225000,225000,395000,409900,38,71703,1,16,0,0,1,0,1,0,0,1,0,0,0,1,6,4,0.4868788,225000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,700,700,700,700,700,5700,34,34800,3,10,0,1,0,1,1,0,0,0,1,0,0,0,4,1,0.2951996,700,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,70000,11400,58600,800,400,800,400,59000,77250,64,36798,2,15,0,1,0,1,1,0,0,0,0,0,1,0,4,3,0.3719455,400,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,0,0,0,67498,59498,67498,59498,59498,59498,46,64203,5,12,1,1,0,1,1,0,0,0,0,1,0,0,6,2,0.5000061,59498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,1700,-5800,1700,-5800,-5800,1647,25,26610,1,16,0,0,0,0,1,0,0,0,0,0,0,1,3,4,0.2060434,-5800,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,200,200,200,200,200,200,41,12900,1,9,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0.1152104,200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,0,-220,0,-220,-220,280,56,12723,3,10,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0.1152104,-220,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,40000,0,40000,430,-12970,430,-12970,27030,27030,44,35034,4,14,0,1,0,1,1,0,0,0,0,0,1,0,4,3,0.3719455,-12970,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,800,800,800,800,800,800,45,26661,4,11,0,1,0,0,1,0,0,0,1,0,0,0,3,1,0.2092901,800,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,175,-11425,175,-11425,-11425,-8425,27,28809,3,14,0,1,0,0,1,0,0,0,0,0,1,0,3,3,0.2092901,-11425,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,130000,78000,52000,200,-3800,200,-3800,48200,56253,44,34965,3,17,0,0,0,0,1,0,0,0,0,0,0,1,4,4,0.3866406,-3800,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60000,0,125000,106000,19000,4900,400,64900,60400,79400,79400,43,103356,3,18,0,1,0,0,1,0,0,1,0,0,0,1,7,4,0.5801663,60400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,4999,4999,4999,4999,4999,4999,49,41100,1,16,0,1,1,0,1,0,0,0,0,0,0,1,5,4,0.3243191,4999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,0,-300,0,-300,-300,-300,61,17430,4,12,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0.1152104,-300,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,22000,0,22000,0,0,0,0,22000,22000,53,13770,3,3,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0.1582553,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,40000,15000,25000,0,0,0,0,25000,26250,52,6282,2,9,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0.036628,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,200,-1600,200,-1600,-1600,4943,35,30804,1,16,0,0,0,0,1,0,0,0,0,0,0,1,4,4,0.3086649,-1600,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,3600,100,3600,100,100,850,36,25020,1,15,1,0,1,0,1,0,0,0,0,0,1,0,3,3,0.5315681,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,500,38,11040,4,12,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0.1152104,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,50,50,50,50,50,800,29,16800,3,11,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0.1152104,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,500,500,500,500,500,500,57,25008,3,3,0,1,0,1,1,0,0,0,1,0,0,0,3,1,0.2092901,500,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,25000,7000,18000,0,0,0,0,18000,18000,26,21990,5,12,1,1,0,1,1,0,0,0,0,1,0,0,3,2,0.3978536,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,150000,130000,20000,19940,19940,19940,19940,39940,39940,33,74568,2,18,0,1,0,1,1,0,0,0,0,0,0,1,6,4,0.5405443,19940,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,4400,4175,4400,4175,4175,15175,36,63288,2,15,0,1,0,1,1,0,0,0,0,0,1,0,6,3,0.3598378,4175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7250,0,0,0,0,18200,18200,25450,25450,25450,25450,55,55326,1,18,0,0,1,0,1,0,0,1,0,0,0,1,6,4,0.3107966,25450,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,32000,18000,14000,106700,104500,106700,104500,118500,118500,42,36489,3,18,1,1,0,0,1,0,0,0,0,0,0,1,4,4,0.5297047,104500,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,330,-27770,330,-27770,-27770,-22838,34,17022,1,18,0,0,0,0,1,0,0,0,0,0,0,1,2,4,0.1152104,-27770,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,180000,29000,151000,149,99,149,99,151099,157099,43,36000,3,12,0,1,1,1,1,0,0,0,0,1,0,0,4,2,0.3719455,99,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,800,-200,800,-200,-200,6500,28,26493,5,6,0,1,0,1,1,0,0,0,1,0,0,0,3,1,0.2092901,-200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,101000,101000,0,1597,-8653,1597,-8653,-8653,-1153,50,37437,2,13,1,1,0,1,1,0,0,0,0,0,1,0,4,3,0.5297047,-8653,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,25000,16000,9000,4900,4900,4900,4900,13900,22025,26,16860,1,14,0,0,1,0,1,0,0,0,0,0,1,0,2,3,0.143074,4900,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,8000,8000,8000,8000,8000,9992,31,14880,1,16,0,0,1,0,1,0,0,0,0,0,0,1,2,4,0.1152104,8000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,112000,100200,11800,14000,-400,14000,-400,11400,11400,33,90306,4,17,1,1,0,1,1,0,0,0,0,0,0,1,7,4,0.6849159,-400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,44,3825,1,12,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0.0278493,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,330,330,330,330,330,330,31,15300,3,12,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0.1283302,330,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12000,0,0,0,0,100000,98000,112000,110000,110000,110000,39,46791,4,16,0,1,1,0,1,0,0,1,0,0,0,1,5,4,0.3442089,110000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,40000,28000,12000,500,-6200,500,-6200,5800,5800,38,20985,5,10,0,1,0,1,1,0,0,0,1,0,0,0,3,1,0.273178,-6200,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,30000,0,30000,19999,18499,19999,18499,48499,51299,52,26856,2,12,1,1,0,1,1,0,0,0,0,1,0,0,3,2,0.3978536,18499,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,34000,9200,24800,10500,10500,10500,10500,35300,119900,38,41982,4,14,1,0,0,0,1,0,0,0,0,0,1,0,5,3,0.5315816,10500,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3500,0,80000,73000,7000,27050,26550,30550,30050,37050,37050,46,38925,4,13,0,1,0,1,1,0,0,1,0,0,1,0,4,3,0.3524857,30050,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6000,0,40000,37000,3000,1250,750,7250,6750,9750,9750,36,22815,2,13,0,0,0,0,1,0,0,1,0,0,1,0,3,3,0.2658667,6750,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,3000,0,3000,0,0,12000,47,57924,4,12,0,1,0,0,1,0,0,0,0,1,0,0,6,2,0.3598378,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,2000,2000,2000,2000,2000,5500,27,31308,1,12,0,0,1,0,1,0,0,0,0,1,0,0,4,2,0.3086649,2000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,1575,575,1575,575,575,11875,25,17310,1,12,0,0,1,0,1,0,0,0,0,1,0,0,2,2,0.1152104,575,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,110000,65000,45000,13600,6540,13600,6540,51540,61840,53,49452,2,12,0,1,0,1,1,0,0,0,0,1,0,0,5,2,0.4407951,6540,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,28000,0,28000,1,-449,1,-449,27551,43604,36,8640,3,12,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0.036628,-449,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,7000,7000,0,0,0,0,0,0,500,26,5280,1,12,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0.036628,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,31,8670,4,12,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0.0486785,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,0,0,0,0,-1600,0,-1600,-1600,2400,53,21816,1,10,1,0,0,0,1,0,0,0,1,0,0,0,3,1,0.5315681,-1600,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,90000,0,90000,8250,2750,8250,2750,92750,164750,60,58830,2,16,1,1,0,0,1,0,0,0,0,0,0,1,6,4,0.6688337,2750,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,103000,0,103000,0,-200,0,-200,102800,102800,43,14070,4,4,0,1,0,0,1,0,0,0,1,0,0,0,2,1,0.1582553,-200,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,96065,52000,44065,600,-551,600,-551,43514,50564,49,21648,3,12,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0.2694195,-551,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,44000,36000,8000,1500,1400,1500,1400,9400,16400,25,37257,2,18,0,1,0,1,1,0,0,0,0,0,0,1,4,4,0.3719455,1400,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,0,0,0,2000,-8300,2000,-8300,-8300,-7550,42,17952,3,12,1,0,0,0,1,0,0,0,0,1,0,0,2,2,0.4215196,-8300,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,9000,9000,0,100,-1900,100,-1900,-1900,-1900,31,22011,7,9,0,1,0,0,1,0,0,0,1,0,0,0,3,1,0.273178,-1900,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0,50000,42500,7500,0,-1000,0,-1000,6500,8500,48,30240,2,12,0,1,0,1,1,0,0,0,0,1,0,0,4,2,0.3719455,-1000,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,50000,0,50000,5021,5021,5021,5021,55021,55021,54,9600,3,12,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0.062312,5021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,60000,10000,50000,5935,4035,5935,4035,54035,61287,53,28317,2,11,0,1,1,0,1,0,0,0,1,0,0,0,3,1,0.273178,4035,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,0,0,0,0,-6000,0,-6000,-6000,-5500,42,16338,4,12,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0.1152104,-6000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,3350,32,19200,1,14,0,0,0,0,1,0,0,0,0,0,1,0,2,3,0.1152104,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
