,dsp_spend,sp_spend,dpv,discount,sale,activity_date,year,quarter,month,special_shopping_event,other_shopping_event
230,14987.223429609863,2777.6810118992653,110170.31602330122,50297.02790744006,311045.16167459066,2023-08-19,2023,3,8,0,0
231,19988.74570088837,3009.893415884702,260418.17374528665,88860.82287732499,1648497.8410451806,2023-08-20,2023,3,8,0,0
232,16319.549101055176,2830.089162407428,142043.5743113864,2907.2897990844194,418180.4926212353,2023-08-21,2023,3,8,0,0
233,16658.127746802755,2847.193508926068,151028.18001346051,26082.23188876439,454711.2531656133,2023-08-22,2023,3,8,0,0
234,12411.211994966432,2625.380842824816,62818.05196458266,26839.45938547132,96259.49500651972,2023-08-23,2023,3,8,0,0
235,15419.881475817196,2797.547245900586,119931.6399755526,20590.70498276636,300014.5160234718,2023-08-24,2023,3,8,0,0
236,17511.315901366455,2890.3043489156744,175330.1443749486,71038.33781316939,788986.8821455123,2023-08-25,2023,3,8,0,0
237,17242.92511673886,2868.559783081004,167417.52086895908,17329.020472265438,547953.4593250835,2023-08-26,2023,3,8,0,0
238,10800.9875248224,2553.537491287116,41592.32262681915,13757.329437563603,46979.78264372349,2023-08-27,2023,3,8,0,0
239,15801.555124059323,2803.4062179216858,128999.6477866062,62622.07660624922,465574.8760579279,2023-08-28,2023,3,8,0,0
240,15017.069490337004,2762.0664464682814,110812.75986714436,11006.503633180864,264895.2216785584,2023-08-29,2023,3,8,0,0
241,19028.5279472106,2964.36924441376,224773.95427313683,23005.355567154413,938160.0659434008,2023-08-30,2023,3,8,0,0
242,14912.614257990255,2783.001076999002,108547.94357449956,53575.672962884295,319751.4316459123,2023-08-31,2023,3,8,0,0
243,13287.18553331647,2682.0220011917645,76951.61796118908,12737.657527334544,139784.3971998837,2023-09-01,2023,3,9,0,0
244,13900.189161155107,2700.904301335273,88005.41094522423,32649.606759414623,179190.86596213278,2023-09-02,2023,3,9,0,0
245,14424.110071468604,2742.846994744113,98283.5076972163,21193.83318762373,210610.5671375375,2023-09-03,2023,3,9,0,0
246,19732.23123082815,2994.206883847153,250545.4360208247,15069.656212613292,1149030.4948696853,2023-09-04,2023,3,9,0,0
247,18211.87965299924,2930.734323700983,197149.62991148327,26378.949324065707,738161.331586645,2023-09-05,2023,3,9,0,0
248,12697.823568936969,2658.080332328086,67239.69163224717,14713.807935857858,109347.19097724992,2023-09-06,2023,3,9,0,0
249,17281.975134356653,2888.650724921888,168564.79648202044,57510.92851237898,643953.2700403444,2023-09-07,2023,3,9,0,0
250,19773.56526039858,3006.9616686929144,252127.4492786596,27941.832120270938,1162363.0955837965,2023-09-08,2023,3,9,0,0
251,19720.47209268991,2993.4756908213794,250106.7504382381,6554.988795786852,1151448.212508672,2023-09-09,2023,3,9,0,0
252,17189.25401392168,2874.525800679229,165868.18182168447,66339.40346498652,690322.370528609,2023-09-10,2023,3,9,0,0
253,11834.905724811262,2603.280653517103,54548.70399852733,19162.627552705377,73880.33279161561,2023-09-11,2023,3,9,0,0
254,15925.99856397794,2819.085408795025,132063.43111888957,48201.14649070631,401104.5387340423,2023-09-12,2023,3,9,0,0
255,13791.739706337114,2696.402319101386,85978.99594149097,8556.677422596247,172503.7969719695,2023-09-13,2023,3,9,0,0
256,16956.912536806838,2850.761701744844,159251.44551577198,64777.46510591103,639399.2851887431,2023-09-14,2023,3,9,0,0
257,19206.13642209638,2997.9770332597195,231119.04843395177,26434.34722584166,988635.6338466324,2023-09-15,2023,3,9,0,0
258,18887.873750116418,2963.568587551704,219841.31511699545,25459.50673967332,901143.5529472064,2023-09-16,2023,3,9,0,0
259,19731.030230611326,2996.3193535175687,250503.2129925588,71216.20260186434,1342592.6250682962,2023-09-17,2023,3,9,0,0
260,18911.22426370644,2965.478886436132,220652.59344725823,9538.053039892857,912303.3503977716,2023-09-18,2023,3,9,0,0
261,13694.328120679498,2690.25616072448,84176.79172443654,13150.93785897344,162814.6122223096,2023-09-19,2023,3,9,0,0
262,11604.1624903831,2581.944903810273,51442.38075564199,22166.59135788832,66075.4568975679,2023-09-20,2023,3,9,0,0
263,16477.384755586838,2858.224627860587,146205.74718311863,8235.11831295197,434924.85988894186,2023-09-21,2023,3,9,0,0
264,17119.22178979822,2871.532611098729,163858.94198165226,4480.2970395061975,536329.8798937509,2023-09-22,2023,3,9,0,0
265,18147.759776902672,2933.654095747598,195084.55653163648,79432.77787232833,1008552.8680822948,2023-09-23,2023,3,9,0,0
266,11964.97470241762,2609.229178993841,56344.2528805705,4343.737322388173,88403.04017067706,2023-09-24,2023,3,9,0,0
267,14148.29593266436,2712.4287332650283,92768.67518962128,15620.21296580262,191706.2106764348,2023-09-25,2023,3,9,0,0
268,14283.612220827665,2733.7225725378407,95452.4074546522,25404.262969287363,200380.0328482312,2023-09-26,2023,3,9,0,0
269,19623.18106083465,2988.329032087268,246427.8060567837,117782.78010901816,2151171.727540931,2023-09-27,2023,3,9,0,0
270,13052.64684167076,2662.20677647638,72972.64992392159,16374.343905816862,125364.16645036322,2023-09-28,2023,3,9,0,0
271,14179.817590722523,2728.830594663715,93397.58435913788,40279.305035769634,212247.8018490545,2023-09-29,2023,3,9,0,0
272,13327.596223072476,2682.379168812806,77647.34441387925,36135.822565822586,149940.78957150035,2023-09-30,2023,3,9,0,0
273,18382.9378714516,2957.072919710631,202748.7666920794,27062.741324721595,777469.0843468456,2023-10-01,2023,4,10,0,0
274,16723.970422588853,2848.862805151456,152818.47458227762,42010.91350640084,488240.7841009852,2023-10-02,2023,4,10,0,0
275,11688.732103365524,2592.6647026593714,52564.69634560216,5666.551502351589,77908.6724201673,2023-10-03,2023,4,10,0,0
276,12822.847380492003,2649.5496699594314,69217.8835429592,26615.167104290005,114195.74947687816,2023-10-04,2023,4,10,0,0
277,16723.688440341735,2855.210492186303,152810.6452165964,20683.29382105044,463883.4676515869,2023-10-05,2023,4,10,0,0
278,18145.62800219192,2919.5888362458154,195000.84343301627,87509.83950310503,1117917.268004638,2023-10-06,2023,4,10,0,0
279,16857.692270078824,2851.471592666666,156488.3189660241,15691.28623052259,485586.4320482576,2023-10-07,2023,4,10,0,0
280,19813.6334108303,3016.4558724344474,253671.5493663359,42322.85266712139,1199035.978334776,2023-10-08,2023,4,10,0,0
281,16193.058075587724,2839.320973759835,138790.44255964202,5532.587260933421,398995.7091774846,2023-10-09,2023,4,10,0,0
282,18340.982055971013,2938.00949264353,201358.1051811589,45354.02864837004,800838.1955733923,2023-10-10,2023,4,10,0,0
283,12331.77894720218,2623.995882835748,61631.07974243811,4642.043502270773,101878.71863996242,2023-10-11,2023,4,10,0,0
284,14431.27671780102,2731.4458596442314,98415.04164075766,10277.545134062806,216065.91871808143,2023-10-12,2023,4,10,0,0
285,13935.100504057284,2711.270587748947,88672.65592514878,37273.84404184221,188962.6869904867,2023-10-13,2023,4,10,0,0
286,11960.164634614415,2607.6128527486417,56274.82771102218,26447.02833219334,79133.54949462118,2023-10-14,2023,4,10,0,0
287,11459.553257484364,2582.9544176241648,49567.37930473496,10613.09014525054,66627.02767756472,2023-10-15,2023,4,10,0,0
288,10889.61578642423,2551.088357997578,42610.0367762452,19218.559593325343,46745.58853057618,2023-10-16,2023,4,10,0,0
289,11617.364330429027,2613.9265628891326,51639.370867073216,1679.542233726913,79463.00208371624,2023-10-17,2023,4,10,0,0
290,15889.412474468952,2808.542844404,131151.7636748882,52791.39079097375,416864.8000120563,2023-10-18,2023,4,10,0,0
291,11787.233533048357,2615.4524743426823,53901.45976169017,16535.646350381347,73344.42084738884,2023-10-19,2023,4,10,0,0
292,18578.09583111765,2948.254472573326,209234.54905084343,28701.338399586857,824552.4301795015,2023-10-20,2023,4,10,0,0
293,11654.992875416374,2594.13124779796,52115.20548136946,22395.33474098997,67691.69194095086,2023-10-21,2023,4,10,0,0
294,17935.45318638462,2916.973345999724,188337.3870624432,72958.82992124683,890968.9184266289,2023-10-22,2023,4,10,0,0
295,18032.4242501514,2920.2678381426413,191397.2792652625,26677.13676914044,699469.3390314517,2023-10-23,2023,4,10,0,0
296,12589.672687494867,2635.478780368377,65540.03557892736,32196.11457772016,108319.61758169143,2023-10-24,2023,4,10,0,0
297,16147.51858826868,2808.862007234855,137608.29221880104,16593.83509597518,385002.2403450034,2023-10-25,2023,4,10,0,0
298,15115.581910177223,2766.9588286195867,112995.92028008214,9532.692002833835,275397.77821717696,2023-10-26,2023,4,10,0,0
299,17851.167520029197,2905.609871204044,185695.66952830213,75618.9788276735,901762.431236662,2023-10-27,2023,4,10,0,0
300,18633.6814547566,2952.7645710774323,211115.49914850204,67647.16939486157,999255.778112828,2023-10-28,2023,4,10,0,0
301,10446.455142410978,2548.512415169745,37693.90379291166,9796.60251810818,42033.343943898304,2023-10-29,2023,4,10,0,0
302,15406.50058638425,2777.0327535928222,119613.51626171218,23040.08451267982,298620.39748067857,2023-10-30,2023,4,10,0,0
303,18851.522151736903,2966.5686242938896,218582.42337444413,81184.00115389985,1198377.1179160113,2023-10-31,2023,4,10,0,0
304,10143.584898977955,2515.5040275876404,34539.882858166915,10677.21072075594,35419.771787383885,2023-11-01,2023,4,11,0,0
305,18933.15923509688,2969.778046581463,221424.7976276944,38894.402274768974,929346.8944925618,2023-11-02,2023,4,11,0,0
306,12070.528695410254,2613.787012527785,57828.919759364784,10766.99514654736,86608.8626509824,2023-11-03,2023,4,11,0,0
307,15613.098901672938,2787.8047133696377,124455.45671558948,55491.85254946095,399160.87546985486,2023-11-04,2023,4,11,0,0
308,12440.860598609172,2654.5564829403647,63276.74620375545,5619.854874476661,105293.4899431363,2023-11-05,2023,4,11,0,0
309,13347.8280288615,2678.398383458816,77995.44899416891,20719.49375857109,139815.1702873053,2023-11-06,2023,4,11,0,0
310,15964.52295185562,2799.210556382558,133002.3760700704,48842.94254123249,408235.6801591589,2023-11-07,2023,4,11,0,0
311,16136.459331039943,2828.4512173856847,137345.41646910433,30446.25688718561,386330.1379199166,2023-11-08,2023,4,11,0,0
312,17954.870708757462,2921.1903281495297,188945.73655478624,28061.511463248626,684045.6648494821,2023-11-09,2023,4,11,0,0
313,20229.785188731115,3030.0046787972124,269934.5278894667,131869.5944765487,2802960.479629692,2023-11-10,2023,4,11,0,0
314,15716.182122154842,2812.4224145589496,126941.68798012518,35484.247297546906,342318.0245519161,2023-11-11,2023,4,11,0,0
315,12290.896874818234,2624.0920861639243,61034.12104365228,29847.21633136793,93611.1455303304,2023-11-12,2023,4,11,0,0
316,11906.39692699949,2609.8489261151344,55532.50629715312,10413.533885508996,81008.35560195518,2023-11-13,2023,4,11,0,0
317,15435.522142153117,2787.2954548805774,120287.16631658406,20916.722612688565,301702.20021893195,2023-11-14,2023,4,11,0,0
318,19969.168112092226,3002.888977301365,259655.40542109028,86522.00447425811,1606430.5602168995,2023-11-15,2023,4,11,0,0
319,11469.42773358576,2598.0074402763385,49702.20666838935,11548.215973369146,66118.44822421222,2023-11-16,2023,4,11,0,0
320,13798.235021311575,2710.2825677675623,86111.48876255788,10385.0902124141,171405.2489000874,2023-11-17,2023,4,11,0,0
321,13623.450214686283,2703.9221844171034,82917.60533978797,41552.682734135225,178864.964690998,2023-11-18,2023,4,11,0,0
322,19513.38350978566,3000.6192121206823,242339.85500060127,93767.45453212704,1575408.2741104194,2023-11-19,2023,4,11,0,0
323,14459.976306107385,2735.280627138289,98998.47499459537,19923.04455939426,213231.55018492183,2023-11-20,2023,4,11,0,0
324,13734.003185941536,2702.4178276811444,84914.54155882553,19592.963590955107,162501.37646446723,2023-11-21,2023,4,11,0,0
325,11694.139733075644,2602.3293431274938,52653.7262580797,9498.395693899882,74636.47127403777,2023-11-22,2023,4,11,0,0
326,14685.87743977528,2747.7426727544,103687.7183653977,36097.75088863007,242850.24999519635,2023-11-23,2023,4,11,0,0
327,16238.7506292213,2838.0016995095166,139960.6726850215,14339.021992155242,398053.6993076788,2023-11-24,2023,4,11,0,0
328,11173.852177257682,2581.225725155926,46003.4531442591,10884.1624502039,58415.0821295272,2023-11-25,2023,4,11,0,0
329,11884.905942514551,2612.413552959777,55233.08379863483,28129.36510887675,77429.09900583976,2023-11-26,2023,4,11,0,0
330,12670.803717373516,2657.5797155360187,66811.68553349709,31108.468746902057,110631.5748598384,2023-11-27,2023,4,11,0,0
331,16236.646651045674,2821.9828240271045,139894.41103764297,27041.79277999772,396687.8227789781,2023-11-28,2023,4,11,0,0
332,13692.546835152698,2699.1897655539133,84150.37856347073,13770.664089154803,162397.75469519207,2023-11-29,2023,4,11,0,0
333,14211.826979447496,2725.522006274268,94034.13200495472,35564.19186024476,205080.54683185843,2023-11-30,2023,4,11,0,0
334,12113.865010729663,2622.0481589608644,58455.999075157786,10932.85674184743,88161.64264511788,2023-12-01,2023,4,12,0,0
335,12843.854557853065,2652.586798290643,69562.81609424195,21315.61509326509,114128.6501155256,2023-12-02,2023,4,12,0,0
336,11224.033513358614,2578.982026640628,46610.59776391901,16034.288944749496,56497.00987346942,2023-12-03,2023,4,12,0,0
337,15906.38653457539,2797.4739771346613,131566.47974830444,10007.3410645917,359270.85083713685,2023-12-04,2023,4,12,0,0
338,15242.0295882724,2773.654789007021,115843.14813199412,14767.862228787297,284036.65698119294,2023-12-05,2023,4,12,0,0
339,17717.48537228411,2889.960550739056,181562.9134101148,50245.2878355973,687188.8198187501,2023-12-06,2023,4,12,0,0
340,13753.7839032966,2718.3173431994155,85289.8102262456,36781.815003972806,176349.98710434604,2023-12-07,2023,4,12,0,0
341,18472.688470349363,2939.32221445958,205700.7077944369,9937.260173527908,802069.0197800506,2023-12-08,2023,4,12,0,0
342,18863.25167900911,2972.926679248425,218992.7498099974,2311.1162498446324,906414.9810357396,2023-12-09,2023,4,12,0,0
343,18102.32885314382,2923.71766203132,193618.9666017696,16297.814909436303,714609.1625739287,2023-12-10,2023,4,12,0,0
344,19767.89806839977,2992.94829853224,251904.5405157072,50386.86499185325,1212097.0248597146,2023-12-11,2023,4,12,0,0
345,10329.98846424464,2536.478336248847,36456.5329415576,2950.117827296005,46079.16517859782,2023-12-12,2023,4,12,0,0
346,15346.302679285409,2780.216299702142,118219.6346790453,21417.50572232342,292515.3053555045,2023-12-13,2023,4,12,0,0
347,16350.955980754352,2837.060999950021,142868.89083263016,41233.61023686083,433122.3782241905,2023-12-14,2023,4,12,0,0
348,11062.068843824069,2561.555269084893,44643.877954606585,6492.6546704338425,59196.382088113874,2023-12-15,2023,4,12,0,0
349,10022.082082651985,2501.8119449526234,33327.47043727003,12866.085447867885,31826.55958794992,2023-12-16,2023,4,12,0,0
350,17889.74713015198,2915.140132017394,186914.0766486516,72819.99108061248,880303.5368097668,2023-12-17,2023,4,12,0,0
351,14288.213710445538,2717.4106841065177,95526.77637587,6359.258203812723,208395.1489890275,2023-12-18,2023,4,12,0,0
352,13288.852555754118,2684.7719420332046,76986.06852678503,35659.09591362423,147186.9278239012,2023-12-19,2023,4,12,0,0
353,13546.824339791923,2690.8445862636418,81511.92277984093,29254.3885057888,153878.34247048604,2023-12-20,2023,4,12,0,0
354,11384.533797324992,2594.259615316746,48617.414251429655,16871.79158447271,60564.2283093978,2023-12-21,2023,4,12,0,0
355,11199.903262692118,2563.929744965353,46309.7144783998,21564.18418318424,54542.6429223455,2023-12-22,2023,4,12,0,0
356,19994.64308894531,3018.693309202911,260654.5141809275,73716.9181055813,1455221.2895687865,2023-12-23,2023,4,12,0,0
357,15711.536219423431,2799.533914382622,126829.39928430288,29960.897496203124,334942.2378775158,2023-12-24,2023,4,12,0,0
358,16196.03316745022,2814.515599101631,138849.22274989288,35284.35416498658,400088.5200285696,2023-12-25,2023,4,12,0,0
359,19155.84284442453,2980.920087456665,229304.66370311743,32046.8756038028,979014.931512059,2023-12-26,2023,4,12,0,0
360,17162.458897469907,2870.5776569397804,165100.09437011776,11877.702367219144,537159.8204329332,2023-12-27,2023,4,12,0,0
361,16063.086179669146,2837.134329060114,135495.04238697782,22546.06504806372,373429.5465681438,2023-12-28,2023,4,12,0,0
362,10794.180809225192,2553.183239953835,41518.69433523475,6881.111223899316,52150.94639869857,2023-12-29,2023,4,12,0,0
363,16843.92209856842,2866.8654898046143,156118.09107806013,32523.66967766781,488152.9536600131,2023-12-30,2023,4,12,0,0
364,14287.773092199272,2749.3843327689165,95555.98829417976,43782.47790450857,229796.34845537567,2023-12-31,2023,4,12,0,0
365,17031.95833178371,2857.3691433936824,137987.83094877942,29671.05014692801,429963.58243621,2024-01-01 00:00:00,2024,1,1,0,0
366,15131.563942365445,3513.1970715504863,127828.39036454912,31546.282252959205,404507.63060354296,2024-01-02 00:00:00,2024,1,1,0,0
367,16803.39057190455,2520.2402543320773,147587.41529209976,29759.48923714397,402786.703094528,2024-01-03 00:00:00,2024,1,1,0,0
368,13991.809594504368,2722.591378650361,118232.96807655424,31351.93799736812,476043.4646612539,2024-01-04 00:00:00,2024,1,1,0,0
369,13761.17263257386,3411.8603856445843,129334.64130188216,31663.05723420345,470785.8971573288,2024-01-05 00:00:00,2024,1,1,0,0
370,15889.136597290822,2920.3049678634043,131066.9618843084,29797.848979450733,530047.8067328855,2024-01-06 00:00:00,2024,1,1,0,0
371,15179.402072100846,3226.879393833515,130363.02502393554,32213.37186076595,568952.6357787589,2024-01-07 00:00:00,2024,1,1,0,0
372,14614.37731872399,3799.918974140671,133853.60145294812,31990.747781584487,487453.3741120208,2024-01-08 00:00:00,2024,1,1,0,0
373,14036.734190399804,3336.0861143191487,168810.4980848238,28992.9074363644,417574.7064915389,2024-01-09 00:00:00,2024,1,1,0,0
374,16804.33957056895,3146.794395746216,144852.53146872707,33266.55149910744,447849.0343009056,2024-01-10 00:00:00,2024,1,1,0,0
375,14461.135934735774,2855.748875530336,121661.32091898906,30947.17409664125,502585.3017893904,2024-01-11 00:00:00,2024,1,1,0,0
376,18078.377846780066,3293.103721430764,148734.0199557054,32317.150383606266,413748.2062628244,2024-01-12 00:00:00,2024,1,1,0,0
377,16503.974853524982,3059.527823804635,135031.30186192002,34499.87973606381,410255.0215936008,2024-01-13 00:00:00,2024,1,1,0,0
378,15465.583950347447,3152.4685831350075,132679.04056940344,32367.422376547445,501779.41261839337,2024-01-14 00:00:00,2024,1,1,0,0
379,15832.65962308464,3085.016912279857,133382.76072098708,31985.309031445628,534461.5240589792,2024-01-15 00:00:00,2024,1,1,0,0
380,15196.009864162786,2654.786653265347,126649.41155895028,30574.43250063168,519514.4880571565,2024-01-16 00:00:00,2024,1,1,0,0
381,14682.475632922034,3299.9138735601464,132662.3810616041,30462.169291024296,542174.8131833597,2024-01-17 00:00:00,2024,1,1,0,0
382,16820.957974685913,3152.5982209514705,134989.0168826913,31307.19255271812,467887.5149871546,2024-01-18 00:00:00,2024,1,1,0,0
383,17425.4597955102,3155.7200875330427,148529.82579710297,30438.715475574565,571782.4696628674,2024-01-19 00:00:00,2024,1,1,0,0
384,15557.81847594486,3288.0542338968107,125691.22057222578,32203.15091313897,531632.8890649657,2024-01-20 00:00:00,2024,1,1,0,0
385,13441.9613682541,2885.450481778528,134405.047962043,33191.38429423331,358450.0301278931,2024-01-21 00:00:00,2024,1,1,0,0
386,15470.498315854924,2941.237696777878,173888.08656232755,32061.889116044647,510793.6443055968,2024-01-22 00:00:00,2024,1,1,0,0
387,13516.149451820524,3232.6380461390736,141056.0463218349,30490.612730878456,497910.28012963495,2024-01-23 00:00:00,2024,1,1,0,0
388,14101.39341843107,3040.85741169972,123866.20494697608,31384.87763137145,501988.6141117105,2024-01-24 00:00:00,2024,1,1,0,0
389,14114.113014682838,3047.448571434452,121392.83312917904,33465.00569184012,452994.260893769,2024-01-25 00:00:00,2024,1,1,0,0
390,19626.51599916445,2661.32591537439,113123.73623498622,35371.683945902594,492151.0028443366,2024-01-26 00:00:00,2024,1,1,0,0
391,16494.152595837095,3234.895805217393,123839.994226995,30245.518644891483,584501.5586273029,2024-01-27 00:00:00,2024,1,1,0,0
392,19106.803442684763,3034.6929058366145,137420.42309631626,32082.970697243665,346472.7152305052,2024-01-28 00:00:00,2024,1,1,0,0
393,14383.012154297914,3067.138366752441,136847.7553148575,33301.90373920697,413908.0837500992,2024-01-29 00:00:00,2024,1,1,0,0
394,15734.802557373234,3136.206999686079,118445.83609619588,33908.876612436005,467862.6475692211,2024-01-30 00:00:00,2024,1,1,0,0
395,18130.626228420595,3084.1066381151622,116131.76651055024,29736.17148055951,501007.9507625399,2024-01-31 00:00:00,2024,1,1,0,0
396,20038.442090286248,3304.087796756216,113155.76530940212,30022.51607017234,481095.8923330079,2024-02-01 00:00:00,2024,1,2,0,0
397,15047.271008219172,3127.595710726884,138461.9099715733,32519.706968443115,486635.758553268,2024-02-02 00:00:00,2024,1,2,0,0
398,14748.738525634484,3271.316129018521,158070.11170439803,30724.433077595408,416718.0187475818,2024-02-03 00:00:00,2024,1,2,0,0
399,14772.570672161764,3163.0581143544764,144769.24427145414,30994.587797809018,504601.1758406212,2024-02-04 00:00:00,2024,1,2,0,0
400,15674.674426394307,3157.4134825782508,131327.3574483408,31140.79686528554,401964.1179837827,2024-02-05 00:00:00,2024,1,2,0,0
401,17299.80350998936,2993.651837727052,124468.943360037,30187.43045950713,466732.3306809018,2024-02-06 00:00:00,2024,1,2,0,0
402,14757.500866595632,3058.816135234346,141632.36536434817,33676.67623971732,410182.0478502427,2024-02-07 00:00:00,2024,1,2,0,0
403,17906.782628497644,3206.6364160063067,124488.58801506236,28342.253053681765,446423.184826235,2024-02-08 00:00:00,2024,1,2,0,0
404,17770.587600535826,3144.523576752096,132640.2826114784,32802.23759440439,449150.5348964001,2024-02-09 00:00:00,2024,1,2,0,0
405,13853.10279524292,3322.632567729218,132125.59215396098,32228.690585706376,578466.590595876,2024-02-10 00:00:00,2024,1,2,0,0
406,13923.092587117117,2829.2375584314123,147489.30997720055,32335.97041393491,425742.5105774968,2024-02-11 00:00:00,2024,1,2,0,0
407,16009.7761797946,2675.5425813836405,134007.81968298423,32082.704194487407,370886.0052330677,2024-02-12 00:00:00,2024,1,2,0,0
408,16266.38491509551,3551.2478905255325,142385.7072666998,32239.42442197975,467917.38369361777,2024-02-13 00:00:00,2024,1,2,0,0
409,17939.261269263014,2831.010965648643,134335.93000521333,30957.768069969625,540800.7221936603,2024-02-14 00:00:00,2024,1,2,0,0
410,14382.839823303131,3057.3104505031447,152599.50089069144,33462.303640744496,530099.6522685864,2024-02-15 00:00:00,2024,1,2,0,0
411,16850.521948224843,3045.7991290725777,123289.02849706504,30718.40761071803,473520.09149491886,2024-02-16 00:00:00,2024,1,2,0,0
412,13404.137078534524,2820.276569751968,120537.35731099364,28228.045283846302,540113.0335215597,2024-02-17 00:00:00,2024,1,2,0,0
413,18163.752571274552,2858.5323798706395,154811.86876779227,33456.69982127517,507184.5750239752,2024-02-18 00:00:00,2024,1,2,0,0
414,16533.999904152468,3132.847283851472,109246.64094724644,32203.79829229557,493397.67615241953,2024-02-19 00:00:00,2024,1,2,0,0
415,17073.874145100977,3185.0754736462604,148742.8668832133,31703.885902055103,480233.18552933366,2024-02-20 00:00:00,2024,1,2,0,0
416,15244.071407139323,3130.556792349044,124158.25528554263,30283.452235065342,463122.0013770756,2024-02-21 00:00:00,2024,1,2,0,0
417,16047.499080043934,3616.351311147828,116696.9077654436,29279.31806307957,526879.42814877,2024-02-22 00:00:00,2024,1,2,0,0
418,13639.364066942358,3224.7946825316694,132829.98607772632,28290.862133262734,497689.89153904654,2024-02-23 00:00:00,2024,1,2,0,0
419,14577.375281616616,3605.801673970114,122290.96118119208,30709.27132883296,525232.9355992562,2024-02-24 00:00:00,2024,1,2,0,0
420,15236.086286785352,2874.358474930546,143361.20932764446,31761.913497795387,511684.4844840397,2024-02-25 00:00:00,2024,1,2,0,0
421,15715.41755636237,3408.1375599936546,140752.53969546076,33307.203529071456,527110.6222117542,2024-02-26 00:00:00,2024,1,2,0,0
422,18612.36496820888,2762.340644894183,116830.3444649366,30706.923759918573,437525.3663629764,2024-02-27 00:00:00,2024,1,2,0,0
423,12668.741754580826,3302.5896677069336,116491.52678000684,33021.67899535603,485747.7713256424,2024-02-28 00:00:00,2024,1,2,0,0
424,19249.91235916571,2901.94529723227,111317.21053906216,34451.39930399612,479110.0415454212,2024-02-29 00:00:00,2024,1,2,0,0
425,14761.407231231698,2685.8438836399523,129332.0349024862,33544.03987238335,485588.2206094789,2024-03-01 00:00:00,2024,1,3,0,0
426,17398.00440665823,3580.3019861090525,138318.1344035474,31864.566359634155,404675.2493236798,2024-03-02 00:00:00,2024,1,3,0,0
427,16188.048813493411,2693.6363251428074,146922.47916412805,32462.649572723243,520504.35818243725,2024-03-03 00:00:00,2024,1,3,0,0
428,15582.892515007936,3492.8738307258027,155097.1021830595,32177.821581682467,447249.3748059953,2024-03-04 00:00:00,2024,1,3,0,0
429,17815.610691149323,2883.0136856520394,133327.7963579287,33648.09895579745,426573.4680326796,2024-03-05 00:00:00,2024,1,3,0,0
430,16316.482908527814,3351.953541898221,133618.33121983387,28681.29744837966,490093.70200842497,2024-03-06 00:00:00,2024,1,3,0,0
431,17449.0045591092,2804.7091271909285,136311.3412206153,33475.15858715393,493351.449650366,2024-03-07 00:00:00,2024,1,3,0,0
432,18891.97728403364,2763.8216934886923,115263.9047521602,29574.442192309485,536886.8773878139,2024-03-08 00:00:00,2024,1,3,0,0
433,15127.571528021372,2587.3570666860387,125134.94164031574,32850.47006085737,510521.6119137112,2024-03-09 00:00:00,2024,1,3,0,0
434,16933.16765626324,3229.1315585306365,136080.04805467837,28816.136292406285,515471.7945047303,2024-03-10 00:00:00,2024,1,3,0,0
435,17508.488282800816,2645.332266066157,137346.30790656374,32258.249137214643,526796.9598225388,2024-03-11 00:00:00,2024,1,3,0,0
436,16096.750627163046,2842.078736003212,122993.61296917484,30959.99210113985,455936.28958576825,2024-03-12 00:00:00,2024,1,3,0,0
437,18154.26997673033,2666.200181942662,136761.64255535396,34614.501737825405,502137.5922771881,2024-03-13 00:00:00,2024,1,3,0,0
438,17814.114555263535,2780.591277985643,132727.0102261347,34082.65184216536,459274.97424277646,2024-03-14 00:00:00,2024,1,3,0,0
439,15729.722477964644,3203.517797641133,118401.22040780878,29050.65438900579,453622.0272921645,2024-03-15 00:00:00,2024,1,3,0,0
440,13542.563223443483,3150.825504588757,168869.5256836363,31318.22353244421,506888.06897873385,2024-03-16 00:00:00,2024,1,3,0,0
441,16809.95017987185,3111.6112553152384,143857.09949429438,32421.621312499545,457114.4887213346,2024-03-17 00:00:00,2024,1,3,0,0
442,15740.203370733005,3421.122524139384,128789.68389962954,30208.099439329097,436769.3807212245,2024-03-18 00:00:00,2024,1,3,0,0
443,16334.41430193543,3257.8843482121406,131882.49162623892,33453.24151118658,518454.5146186393,2024-03-19 00:00:00,2024,1,3,0,0
444,17184.345733988517,3370.6304510347622,128658.25252470598,32369.579123902546,504518.6856086968,2024-03-20 00:00:00,2024,1,3,0,0
445,13419.340086424285,3229.82872194961,144496.03863248852,33277.21737730874,520042.0528882233,2024-03-21 00:00:00,2024,1,3,0,0
446,14597.641371334375,2514.13222876626,147609.26581996918,31487.6890353343,482699.70955825824,2024-03-22 00:00:00,2024,1,3,0,0
447,17590.612112292554,2737.7599362578267,144623.31175087672,32410.98880999377,387381.04256000987,2024-03-23 00:00:00,2024,1,3,0,0
448,14409.682325441194,3627.115597778488,127973.4530610352,36853.56801075113,479290.5081939265,2024-03-24 00:00:00,2024,1,3,0,0
449,16052.29266776082,3028.215299663384,131376.15077405842,32132.83659646184,429440.5478223064,2024-03-25 00:00:00,2024,1,3,0,0
450,16839.72225530211,2946.890019345813,163767.09491258787,32910.12436403929,496484.3877418065,2024-03-26 00:00:00,2024,1,3,0,0
451,15670.74250986361,3165.8726974831307,145857.1775624985,33905.37314770312,466839.72727773146,2024-03-27 00:00:00,2024,1,3,0,0
