race,sex,LSAT,UGPA,region_first,ZFYA,sander_index,first_pf
White,1,36,3.3,MS,-0.54,0.764285714,1
White,1,34,3.2,MS,-1.12,0.729761905,1
White,1,34,3.5,MS,0.08,0.758333333,1
Black,1,28,2.3,MS,-0.54,0.569047619,1
White,1,34,3.1,MS,0.83,0.720238095,1
White,1,34,3.9,NE,1.83,0.796428571,1
Black,1,20,3.3,NE,-1.05,0.564285714,0
White,1,32,3.4,MS,0.83,0.723809524,1
Black,1,29,2.6,MS,-1.01,0.610119048,0
White,2,33,3.2,MS,-0.28,0.717261905,1
Mexican,1,33,3,MS,0.4,0.698214286,1
White,1,31,3.7,NE,1.12,0.739880952,1
Black,1,21,2.7,MS,-1.22,0.519642857,0
White,2,35,3.5,MS,1.83,0.770833333,1
White,1,38,3.1,MS,-0.18,0.770238095,1
White,2,35,3.2,MS,0.04,0.742261905,1
Black,2,23,2.8,MS,-0.5,0.554166667,1
White,2,41,2.9,SE,0.87,0.788690476,1
White,1,33.5,3.2,MS,0.16,0.723511905,0
White,2,35,2.9,SE,0.8,0.713690476,1
Black,1,22.5,2.7,MS,-0.78,0.538392857,0
Black,1,25,3.3,MS,-1.08,0.626785714,0
White,2,36.3,3.5,MS,-0.56,0.787083333,0
White,1,38,3,MS,1.1,0.760714286,1
White,1,35,3,MS,0.16,0.723214286,0
White,2,37,3,MS,1.06,0.748214286,1
White,2,34,2.9,MS,0.7,0.701190476,1
White,1,36,3,MS,1.96,0.735714286,1
White,2,45,3.3,MS,1.9,0.876785714,1
White,2,35,3,MS,0.02,0.723214286,1
White,2,38,3.4,MS,0.7,0.798809524,1
White,2,39,3.2,MS,0.12,0.792261905,1
White,2,35,3.4,MS,0.53,0.761309524,1
White,2,38,2.9,NE,-0.92,0.751190476,1
White,2,45,4,MS,0.93,0.943452381,1
White,2,45,2.6,MS,1.19,0.810119048,1
White,2,36,3,MS,0.96,0.735714286,1
White,1,33,3.3,MS,0.8,0.726785714,1
White,2,35,3.3,MS,0.51,0.751785714,1
White,2,40,3,MS,-0.41,0.785714286,1
White,1,35,3,MS,0.18,0.723214286,1
White,1,32.5,3.7,MS,1.1,0.758630952,1
White,2,34,3.2,MS,0.04,0.729761905,1
Asian,2,34,3.2,MS,0.51,0.729761905,1
White,1,34,3.9,MS,1.25,0.796428571,1
White,2,38,3,MS,1.38,0.760714286,1
White,2,34,3.6,MS,1.68,0.767857143,1
White,2,37,3.1,MS,0.74,0.757738095,1
White,1,36,3.4,NE,1.1,0.773809524,1
White,2,39,3,MS,-0.56,0.773214286,0
White,2,36,3.2,MS,-0.2,0.754761905,1
White,1,35.5,3.6,MS,1.21,0.786607143,1
White,2,42,3.1,FW,0.83,0.820238095,1
White,1,34,2.7,MS,-0.69,0.682142857,1
White,1,37,3.1,MS,0.57,0.757738095,1
White,1,42,2.7,MS,1.77,0.782142857,1
Asian,1,34,3,MS,-0.24,0.710714286,1
White,2,39,2.9,MS,0.7,0.763690476,1
White,1,33,3.6,NE,-0.43,0.755357143,1
White,2,33,3.4,MS,0.4,0.736309524,1
White,1,35,3.3,MS,0.57,0.751785714,1
White,2,38,3.2,NE,-1.05,0.779761905,1
White,1,38,3,MS,0.12,0.760714286,1
White,1,36,2.7,MS,0.21,0.707142857,1
White,1,37,3.1,MS,0.38,0.757738095,1
White,2,34,3.5,MS,-0.24,0.758333333,1
White,2,42,2.9,Mt,-0.18,0.801190476,1
White,2,34.5,3.2,MS,-0.67,0.736011905,1
White,2,32,3.2,MS,-0.2,0.704761905,1
White,2,36,3.7,MS,-1.78,0.802380952,0
White,2,40,2.9,MS,0.18,0.776190476,1
Hispanic,1,27,3.1,NE,0.16,0.632738095,1
White,2,35,3.1,MS,0.89,0.732738095,1
White,1,36,3.4,MS,1.15,0.773809524,1
White,2,35,3,MS,-1.18,0.723214286,0
White,1,32,3.5,NE,0.96,0.733333333,1
White,1,36,3.7,MS,1.1,0.802380952,1
White,1,37,3.7,MS,0.63,0.814880952,1
White,2,36,2.9,NE,1.15,0.726190476,1
Black,1,29,3,MS,-1.08,0.648214286,1
Black,1,25,2.6,MS,0.04,0.560119048,0
Black,2,34,2.7,MS,-0.65,0.682142857,0
White,1,33,3,MS,-0.39,0.698214286,1
White,1,39,2.9,MS,-0.39,0.763690476,1
White,1,34,2.7,MS,0.51,0.682142857,1
Black,1,23,2.5,MS,0.8,0.525595238,1
Black,1,28,2,MS,0.51,0.54047619,0
White,2,35,3.6,MS,0.46,0.780357143,1
White,1,36,3.2,MS,0.51,0.754761905,1
White,1,40,2.4,MS,0.61,0.728571429,1
White,1,33,3.2,GL,-0.14,0.717261905,1
Black,1,25,2.7,MS,-0.22,0.569642857,1
Black,1,21.5,2.6,MS,-1.23,0.516369048,0
Black,1,22,3.3,MS,-1.63,0.589285714,0
Black,1,25,2.9,MS,-0.58,0.588690476,0
White,2,36,2.8,MS,0.08,0.716666667,1
White,2,34,3.6,MS,0.25,0.767857143,1
Black,2,21,3.2,MS,-1.42,0.567261905,0
White,1,33,3.1,MS,0.98,0.707738095,1
White,2,37,2.7,MS,0.63,0.719642857,1
Black,2,29,2.1,MS,-1.41,0.5625,0
Black,2,31,2.7,MS,-0.58,0.644642857,1
Black,1,27,3.2,MS,-0.24,0.642261905,0
Black,2,20,3.1,MS,-1.29,0.545238095,1
White,2,44,3.1,MS,-0.61,0.845238095,1
White,2,31.5,3.3,MS,0.27,0.708035714,1
White,1,33,3.5,Mt,0.12,0.745833333,1
White,1,34,3,MS,1.12,0.710714286,1
White,2,34,2.9,MS,0.21,0.701190476,1
White,2,35,3,MS,1.74,0.723214286,1
Black,1,26,3.7,MS,-1.27,0.677380952,0
White,2,34,3.5,MS,-0.69,0.758333333,1
White,2,39,2.6,MS,-1.89,0.735119048,0
White,2,36,3.2,MS,-0.69,0.754761905,1
White,1,34.5,3.8,MS,0.63,0.793154762,1
White,1,33,3.5,MS,-0.86,0.745833333,1
White,2,41,2.7,NE,0.23,0.769642857,1
White,2,34,3.2,MS,0.93,0.729761905,1
White,2,33,3,MS,0.14,0.698214286,1
Black,1,28,3.3,MS,0.06,0.664285714,1
White,1,37,2.8,MS,0.42,0.729166667,1
Black,2,28,3,MS,-1.2,0.635714286,0
Black,1,22,2.7,MS,-1.42,0.532142857,0
Black,1,25.5,2.9,MS,-0.71,0.594940476,1
White,2,31.5,3.2,MS,0.16,0.698511905,1
White,2,38,2.5,MS,-0.76,0.713095238,1
White,2,31.5,3.7,MS,-0.2,0.746130952,1
White,2,31,2.7,MS,-1.63,0.644642857,0
White,1,37,3.4,MS,0.04,0.786309524,1
White,2,42,3.1,MS,-1.05,0.820238095,1
White,1,36,3.6,MS,1.27,0.792857143,1
White,2,40,2.6,MS,-0.09,0.747619048,1
White,2,39,3.3,MS,-1.37,0.801785714,0
White,2,36,3.3,MS,-0.48,0.764285714,1
White,2,29.7,3.1,MS,-0.2,0.666488095,1
White,1,33,3.5,MS,-0.01,0.745833333,1
White,1,24.7,3,MS,0.12,0.594464286,0
White,1,33,3.1,MS,1.08,0.707738095,0
White,2,36,2.8,MS,0.14,0.716666667,1
White,1,33.7,3.1,MS,-0.33,0.716488095,1
White,2,35,3,MS,1.19,0.723214286,1
Hispanic,2,32,3.2,MS,-1.5,0.704761905,0
White,1,35,3.6,MS,-0.56,0.780357143,1
White,2,34,2.9,NE,-0.05,0.701190476,1
White,2,32,3.4,MS,1.3,0.723809524,1
White,2,40,2.8,MS,0.93,0.766666667,1
White,2,40,3.6,MS,0.89,0.842857143,1
White,1,30,3.5,MS,-0.09,0.708333333,1
White,1,33,2.4,NE,-0.71,0.641071429,1
Asian,2,37,2.8,MS,0.36,0.729166667,1
White,2,37,2.8,MS,-0.09,0.729166667,1
White,1,33,3.5,MS,-0.43,0.745833333,1
Black,1,30,2.9,MS,-1.14,0.651190476,1
White,2,34,3,MS,0.23,0.710714286,1
White,2,35,3.4,MS,-0.67,0.761309524,1
White,2,39,2.9,MS,0.93,0.763690476,1
White,2,32,3.6,MS,0.48,0.742857143,0
White,1,34,3.1,MS,1.21,0.720238095,1
Black,2,26,2.6,MS,-1.14,0.572619048,0
White,1,35,3,MS,0.38,0.723214286,1
White,1,35,3.5,MS,0.46,0.770833333,1
White,1,38,2.8,MS,-0.58,0.741666667,1
White,1,36,3.1,MS,0.27,0.745238095,1
White,1,33,3.5,MS,0.98,0.745833333,1
Black,2,27,2.6,NE,-1.48,0.585119048,1
Black,2,31,3.1,MS,-1.25,0.682738095,0
White,1,36,3.1,MS,-0.46,0.745238095,0
White,2,36.5,3.3,MS,0.34,0.770535714,1
White,1,36,3.2,MS,0.53,0.754761905,1
White,2,34,3.5,MS,0.66,0.758333333,1
Black,1,27,2.5,MS,-2.08,0.575595238,0
White,2,34,3.3,MS,1.83,0.739285714,1
White,2,33,3.2,MS,-0.73,0.717261905,0
White,1,40,3.2,MS,-0.07,0.804761905,1
White,2,33.7,3.3,MS,-0.4,0.735535714,1
White,2,38,2.8,MS,0.7,0.741666667,1
White,1,39,2.9,MS,0.89,0.763690476,1
White,1,37,3,NE,-0.2,0.748214286,1
White,1,37,3,MS,0.4,0.748214286,1
White,1,38,3,MS,0.27,0.760714286,1
White,2,34,3.2,MS,-0.92,0.729761905,1
Black,1,22.7,3.2,MS,-0.35,0.588511905,1
White,2,33.5,3.2,MS,1.28,0.723511905,1
White,1,33,3.2,MS,0.7,0.717261905,1
Mexican,2,32,3.5,MS,0.12,0.733333333,1
White,2,30.5,3.6,MS,1.02,0.724107143,1
Black,2,25,2.6,MS,-0.63,0.560119048,1
White,2,34,3.1,MS,0.04,0.720238095,1
White,1,38,3.6,MS,1.28,0.817857143,1
White,1,35,3.3,MS,0.76,0.751785714,1
Black,2,25.5,3.1,MS,-0.56,0.613988095,0
White,1,36,3.3,MS,0.96,0.764285714,1
White,1,35.5,3,MS,0.76,0.729464286,0
White,2,36,3,MS,-1.14,0.735714286,0
White,1,37,2.7,MS,0.21,0.719642857,1
White,2,37,2.8,MS,0.18,0.729166667,1
White,1,41,2.9,MS,1.81,0.788690476,1
White,2,38,2.9,MS,-0.6,0.751190476,1
White,1,36,3,MS,1.06,0.735714286,1
White,2,37,2.8,FW,0.55,0.729166667,1
White,1,37,3.3,MS,1.1,0.776785714,1
White,1,38,3.1,MS,-0.67,0.770238095,1
White,2,31.5,3.2,MS,0.12,0.698511905,1
White,1,37,3.3,MS,1.02,0.776785714,1
White,2,35,3.1,MS,1.6,0.732738095,1
White,2,31.5,3.7,MS,0.08,0.746130952,1
White,2,38,3,MS,0.96,0.760714286,1
White,1,35,3.7,MS,-0.14,0.789880952,1
White,2,33,2.9,NE,1.21,0.688690476,1
White,1,33,3.4,MS,0.7,0.736309524,1
White,2,34,3.6,MS,1.55,0.767857143,1
White,1,40,2.8,MS,-0.2,0.766666667,1
White,2,36,3.1,NE,0.08,0.745238095,1
White,2,40,3.1,MS,0.7,0.795238095,1
White,2,37,2.8,MS,1.1,0.729166667,1
White,2,39,2.9,MS,1.19,0.763690476,1
White,1,36,2.8,MS,-1.14,0.716666667,1
White,2,40,2.9,MS,0.76,0.776190476,1
White,2,37,3.3,MS,-0.07,0.776785714,1
White,2,36,3.5,NE,-0.07,0.783333333,1
White,2,39,3.2,MS,1.1,0.792261905,1
White,1,34,3.7,MS,-0.24,0.777380952,1
White,1,40,3.2,NW,1.64,0.804761905,1
White,1,36,3.6,FW,-0.67,0.792857143,1
White,2,42,3.2,NW,-0.76,0.829761905,0
White,2,39,2.8,NW,0.38,0.754166667,1
White,2,36,2.8,NW,0.42,0.716666667,1
White,1,38,3.3,FW,-0.37,0.789285714,1
White,2,45,2.7,NW,0.72,0.819642857,1
White,2,33,3.4,NW,0.28,0.736309524,1
White,2,40,2.9,NW,0.8,0.776190476,1
White,1,35,3,NW,-0.59,0.723214286,0
White,1,40,2.4,NW,-0.05,0.728571429,0
Hispanic,2,34.5,2.6,FW,-0.97,0.678869048,1
White,1,42,3,NW,1.42,0.810714286,1
White,1,36,3.6,NW,0.42,0.792857143,1
White,1,35,3,NW,-1.43,0.723214286,0
White,2,43,3.1,Mt,-1.01,0.832738095,1
White,2,42,2.8,NW,-0.54,0.791666667,1
Asian,1,42,3,FW,-0.92,0.810714286,0
White,1,40,3,FW,0.53,0.785714286,1
White,2,41,3.7,NW,0.25,0.864880952,0
White,1,41,3.2,NW,1.81,0.817261905,1
Other,2,26,4,GL,-1.68,0.705952381,0
White,2,39,3.4,NW,1.46,0.811309524,1
White,2,38,3.4,NW,1.37,0.798809524,1
White,1,36,3.6,NW,0.59,0.792857143,1
White,2,41,3.5,NW,0.7,0.845833333,1
White,2,44,2.6,Mt,1.46,0.797619048,1
White,2,38,2.8,NW,-0.37,0.741666667,1
White,2,41,2.9,Mt,-0.81,0.788690476,1
White,1,39,3.2,NW,0.05,0.792261905,1
White,2,42,2.8,FW,0.08,0.791666667,1
White,2,32.5,3.7,NW,0.5,0.758630952,1
White,1,39,3.2,NW,0.62,0.792261905,1
Asian,1,37.5,3,NW,0.37,0.754464286,1
White,1,39,3.4,NW,0.87,0.811309524,1
Asian,2,37,3.2,FW,-0.64,0.767261905,1
White,1,41,3.1,NW,0.67,0.807738095,1
Other,2,42,3.4,NW,0.62,0.848809524,1
White,1,41,4,MW,1.26,0.893452381,1
White,2,39,3.1,NG,-1.23,0.782738095,0
White,2,47,2.9,FW,0.79,0.863690476,1
White,1,43.5,2.4,FW,0.13,0.772321429,0
White,2,40,3.3,FW,1.05,0.814285714,1
White,1,35.5,2.9,MS,0,0.719940476,1
White,1,34,3.1,NW,-0.17,0.720238095,0
White,2,39,2.5,NE,-0.62,0.725595238,1
White,2,43,3.1,FW,-0.64,0.832738095,0
White,2,40,3.6,FW,0.97,0.842857143,1
Black,2,36,2.2,FW,-1.06,0.65952381,0
White,1,39,3.7,Mt,1.31,0.839880952,1
White,2,41,2.7,FW,0.97,0.769642857,1
White,1,42,2.9,NW,0.03,0.801190476,1
White,2,44,2.8,GL,-1.38,0.816666667,1
White,1,32,3,NW,-1.68,0.685714286,0
White,1,39,3.2,NW,0.92,0.792261905,1
White,1,40,3.4,FW,-0.62,0.823809524,1
Hispanic,2,47,2.8,NW,0.45,0.854166667,1
White,2,42,3,NW,1,0.810714286,1
White,1,47,3.2,MS,1.17,0.892261905,1
White,2,43,3.6,NW,0.92,0.880357143,1
White,2,39,3.5,NW,-0.39,0.820833333,0
White,1,39,3.4,NW,0.55,0.811309524,1
White,1,32,3.7,NW,0.67,0.752380952,1
White,2,40,3.3,NW,0.17,0.814285714,1
White,2,42,3.1,FW,-0.96,0.820238095,1
White,1,44,2.7,NW,-1.26,0.807142857,0
Hispanic,2,33.5,2.8,GL,-0.22,0.685416667,0
White,2,36.5,3.1,FW,0.2,0.751488095,1
White,2,41,2.9,FW,-0.57,0.788690476,1
White,1,39,2.8,NW,-1.81,0.754166667,0
Asian,2,31,3.1,FW,-1.34,0.682738095,1
Asian,2,39,2.3,NW,-0.04,0.706547619,0
White,2,41,3.1,NW,0.38,0.807738095,1
White,1,31,3.2,GL,-0.73,0.692261905,1
White,2,36,3.5,NE,0.04,0.783333333,1
White,1,34,3.6,FW,0.61,0.767857143,1
White,1,38,3.3,Mt,0.11,0.789285714,1
White,2,34,2.7,Mt,0.16,0.682142857,1
White,1,34,2.8,NG,-0.47,0.691666667,1
White,2,29.5,3.2,NE,-0.73,0.673511905,1
White,2,30.7,2.6,NE,-0.78,0.631369048,0
White,2,31,3.6,NG,-0.43,0.730357143,1
White,2,30.5,3.6,NG,-0.82,0.724107143,1
White,2,36.5,3.1,NG,1.83,0.751488095,1
White,2,34,3.2,NG,1.09,0.729761905,1
White,2,30.7,2.9,NE,-0.58,0.659940476,1
White,2,28,3.4,NE,0.12,0.673809524,1
White,2,33,2.9,NG,-0.38,0.688690476,1
White,2,33,2.8,Mt,-0.89,0.679166667,1
White,2,30.7,2.8,NE,-0.43,0.650416667,1
White,1,35,3,NG,-0.47,0.723214286,1
White,2,33,3.2,NG,-0.51,0.717261905,0
White,2,32.7,2.4,NG,-0.08,0.637321429,1
White,2,37,2.8,NG,-1.04,0.729166667,1
White,2,32.5,2.9,NE,0.43,0.682440476,1
White,1,33.5,2.9,NE,-1.04,0.694940476,0
White,1,30.5,3.5,NG,-0.25,0.714583333,1
White,2,32.5,2,NE,-1.06,0.59672619,1
White,1,35,3,NE,-0.45,0.723214286,1
White,2,39,3,NG,0.82,0.773214286,1
White,2,31.5,3.2,GL,-0.34,0.698511905,1
White,2,32,2.7,NG,0.1,0.657142857,1
White,2,33.5,2.5,NE,-0.91,0.656845238,0
Other,2,30,2.8,MS,1.28,0.641666667,1
White,2,30.5,3.5,NE,-0.71,0.714583333,1
White,2,38,3,GL,0.74,0.760714286,1
White,2,36,2.8,NG,-0.54,0.716666667,1
White,2,36,3,NG,-0.16,0.735714286,1
White,2,39,2.5,NG,1.64,0.725595238,1
White,2,33,3.1,NG,1.39,0.707738095,1
White,2,38,2.2,NE,-0.05,0.68452381,1
Black,2,36,1.8,NG,0.41,0.621428571,1
White,1,30.5,3.3,NG,-0.25,0.695535714,1
White,2,37,2.2,NG,0.85,0.67202381,1
White,2,34,2.7,NE,0.93,0.682142857,1
White,2,33,2.6,NG,0.1,0.660119048,1
White,2,26.5,3.2,NE,-1.66,0.636011905,0
White,1,29.5,3.1,NE,1.07,0.663988095,1
White,1,30.5,3.3,NE,0.19,0.695535714,1
White,1,34,2.9,NE,-1.41,0.701190476,1
White,1,30.5,3.1,NE,0.25,0.676488095,1
White,2,41,2.7,NG,-0.25,0.769642857,1
Other,1,35,3,NG,1.44,0.723214286,1
White,2,32,3.5,SE,-0.34,0.733333333,1
White,2,35,2.8,NE,0.06,0.704166667,1
White,2,37,3,NG,-0.89,0.748214286,1
White,1,34,2.7,NG,-0.67,0.682142857,1
White,2,36,2.8,NE,-1.19,0.716666667,0
White,2,33,2.7,NE,1.04,0.669642857,1
White,2,33.5,2.7,MS,0.63,0.675892857,1
White,2,33,3,NG,-1.44,0.698214286,1
White,1,28.5,3,NE,-1.28,0.641964286,1
White,2,33.5,2.8,NE,-0.47,0.685416667,1
White,2,37,3.1,NG,0.52,0.757738095,1
White,1,34,2.7,NG,-0.12,0.682142857,1
White,2,30.5,2.5,NG,-1.02,0.619345238,1
White,2,40,2.8,NG,3.11,0.766666667,1
Asian,2,32.5,2.6,NE,2.05,0.653869048,1
White,2,36,2.8,NE,-0.38,0.716666667,1
Hispanic,1,37,3.4,NG,-0.58,0.786309524,1
White,2,33,3.1,NE,2.23,0.707738095,1
White,2,31,3.1,NE,1.26,0.682738095,1
White,2,32.5,2.7,NG,0.87,0.663392857,1
White,2,36,3,NG,0.71,0.735714286,1
White,1,35,3.8,NG,1.79,0.799404762,1
White,1,31.5,3.3,SE,-0.43,0.708035714,1
White,1,31,3.1,NE,-0.08,0.682738095,1
White,2,29,3.1,NG,-0.01,0.657738095,1
White,1,36.5,3.1,NG,1.33,0.751488095,1
White,2,36.5,2.7,NG,-1.61,0.713392857,1
White,2,43,2.6,NG,0.6,0.785119048,1
White,2,32.5,2.5,NG,-0.47,0.644345238,1
Other,2,31.5,2.8,NE,1.09,0.660416667,1
White,2,29.3,3,NE,-0.69,0.651964286,1
White,2,38,2.9,NG,-0.01,0.751190476,1
White,2,33,3.5,NG,1.02,0.745833333,1
White,1,30,3.1,NG,-1.7,0.670238095,1
White,2,40,2.8,NG,0.5,0.766666667,1
White,2,34,2.6,SE,-0.4,0.672619048,1
White,1,27,3,NG,-0.21,0.623214286,1
White,2,33,3,NE,0.21,0.698214286,1
White,2,37,2.8,NE,0.34,0.729166667,1
White,1,31,2.6,NG,0.03,0.635119048,1
White,1,33,2.7,NG,0.3,0.669642857,1
White,1,34,2.9,SE,-1.13,0.701190476,1
White,2,40,2.8,NG,0.45,0.766666667,1
White,2,30.5,3.1,NG,-0.69,0.676488095,1
White,2,30,2.9,NE,-0.34,0.651190476,1
White,1,32.5,3.1,NE,0.78,0.701488095,1
White,1,34,3.1,NG,0.19,0.720238095,1
White,2,37,2.3,NG,1.04,0.681547619,1
White,2,33,2.8,NG,0.67,0.679166667,1
White,2,35.3,2.6,NE,0.47,0.688869048,1
White,1,36,3.3,NG,0.6,0.764285714,1
White,2,28.5,3.4,NG,-0.12,0.680059524,1
White,2,30.5,3.3,NE,0.01,0.695535714,1
White,1,31,3.7,NG,1.18,0.739880952,1
White,1,32,3,NG,0.56,0.685714286,1
White,2,30,3,NG,-1.04,0.660714286,1
White,2,38,2.5,NG,1.7,0.713095238,1
White,1,31,2.6,NG,0.52,0.635119048,1
White,2,35.5,2.7,NG,0.54,0.700892857,1
Hispanic,1,28,3.1,NG,0.82,0.645238095,1
White,1,40,2.5,Mt,-0.25,0.738095238,1
White,2,31,3.2,NE,-0.12,0.692261905,1
White,2,35,3,NG,-0.65,0.723214286,1
White,1,30.5,3,NE,0.03,0.666964286,1
White,1,34,3,NG,1.48,0.710714286,1
White,2,33,3.1,NG,-0.98,0.707738095,1
White,1,33.5,3.5,NG,0.19,0.752083333,1
White,1,33,3.2,NE,-0.56,0.717261905,1
White,2,36,2.4,NG,-1.57,0.678571429,1
White,1,39,3.4,NG,0.69,0.811309524,1
White,1,35,3.3,GL,-0.32,0.751785714,1
White,2,39,2.6,MS,-0.6,0.735119048,0
White,2,34.5,3,GL,0.21,0.716964286,1
White,2,35,2.7,GL,0.05,0.694642857,1
White,1,28,3.6,GL,0.14,0.692857143,1
White,1,30,3.5,GL,-0.3,0.708333333,1
White,2,34,3.3,GL,0.85,0.739285714,1
White,1,33,2.9,NE,-0.03,0.688690476,1
White,1,33,3.3,NE,-0.14,0.726785714,1
White,1,30,3.5,GL,0.34,0.708333333,1
White,2,36,2.9,NE,0.28,0.726190476,1
White,1,33,2.9,FW,0.95,0.688690476,0
White,1,35,3.3,GL,1.38,0.751785714,1
White,1,38.5,2.5,GL,0.78,0.719345238,1
Asian,1,30,2.5,GL,-0.24,0.613095238,1
White,2,38,2.8,NG,0.77,0.741666667,1
White,1,34,3.2,GL,0.14,0.729761905,1
White,1,34,3.1,GL,-0.5,0.720238095,1
White,2,34,3,GL,0.32,0.710714286,1
Asian,2,32,2.5,NE,0.93,0.638095238,1
White,1,34,3.6,GL,1.34,0.767857143,1
White,2,39,3.2,GL,-0.01,0.792261905,1
White,2,39,3.4,GL,-0.3,0.811309524,1
White,2,35,3.7,GL,0.75,0.789880952,1
White,2,37,3.3,GL,-0.37,0.776785714,0
White,2,33,3.5,GL,-0.88,0.745833333,1
White,2,32,2.9,NG,-0.47,0.676190476,1
White,2,34,3.3,GL,0.26,0.739285714,1
White,2,34,3.1,SE,-0.73,0.720238095,1
White,2,36,3.3,GL,0.32,0.764285714,1
White,2,31,3.7,GL,1.66,0.739880952,1
White,2,32,3.3,NE,1.32,0.714285714,1
White,2,35.5,3.2,GL,0.4,0.748511905,1
Black,1,31,2.7,GL,-0.36,0.644642857,1
White,2,35,2.8,GL,0.63,0.704166667,1
White,2,33,2.6,NE,0.03,0.660119048,1
White,2,37,2.9,GL,0.27,0.738690476,1
White,1,36,3.5,GL,0.21,0.783333333,1
Asian,2,23,3.4,GL,-0.82,0.611309524,0
White,1,29,3,GL,-0.35,0.648214286,1
White,2,40,2.8,GL,1.09,0.766666667,1
White,2,32,2.9,GL,-0.75,0.676190476,0
White,2,34,2.9,GL,0.2,0.701190476,1
White,1,47,3.9,GL,1.9,0.958928571,1
Black,1,28,2.7,GL,-0.5,0.607142857,1
White,1,40,3,GL,2.12,0.785714286,1
White,1,37,3.3,GL,-0.02,0.776785714,1
White,2,38,2.9,NE,0.07,0.751190476,1
White,1,37,2.9,GL,0.71,0.738690476,1
White,2,30,3.3,GL,1.33,0.689285714,1
Asian,2,35,2.9,NE,0.08,0.713690476,1
White,1,35,3.4,GL,0.79,0.761309524,1
Other,2,33.5,3.3,GL,-0.29,0.733035714,1
White,1,33.5,3.6,GL,0.72,0.761607143,1
White,2,34,3.1,GL,-0.07,0.720238095,1
White,2,37,3.5,GL,0.23,0.795833333,1
Other,2,24,3.3,SE,-0.03,0.614285714,1
White,2,38,2.6,GL,0.14,0.722619048,1
White,2,44,2.9,GL,1.21,0.826190476,1
Other,2,35,3.2,NE,1.44,0.742261905,1
White,2,37,2.9,GL,1.19,0.738690476,1
White,2,30,3.4,GL,0.14,0.698809524,1
White,2,37,3,GL,0.66,0.748214286,1
White,2,37,3.4,GL,-0.22,0.786309524,1
White,1,36,3.7,GL,-0.8,0.802380952,1
White,2,36,3.4,GL,-0.16,0.773809524,1
White,1,32,3.2,GL,-0.41,0.704761905,1
White,2,36,2.8,GL,-0.44,0.716666667,1
White,2,34,3.2,NE,0.18,0.729761905,1
White,1,32,3,GL,-0.08,0.685714286,1
White,1,26,3.4,GL,0.08,0.648809524,1
White,2,33,3.4,GL,-0.12,0.736309524,1
White,1,39,2.7,GL,0.72,0.744642857,1
White,2,39,2.5,GL,-0.31,0.725595238,1
Hispanic,2,34,3.6,GL,1.05,0.767857143,1
White,2,37,3.1,GL,0.63,0.757738095,1
White,1,32,3,GL,0.2,0.685714286,1
White,2,31,3,NE,1.17,0.673214286,1
White,2,39,2.1,GL,1.61,0.6875,1
White,2,40,2.9,GL,0.76,0.776190476,1
White,1,42,2.8,GL,1.21,0.791666667,1
White,2,37,3.4,GL,1.23,0.786309524,1
White,2,43,2.6,GL,-0.02,0.785119048,1
White,1,29.5,3.8,GL,-0.84,0.730654762,1
White,1,33,3.8,GL,0.5,0.774404762,1
Asian,2,30,2.7,GL,-0.56,0.632142857,1
White,2,29,3.3,GL,0.8,0.676785714,1
White,2,25.5,3.1,SE,-0.92,0.613988095,1
White,2,34,3.1,MS,-0.66,0.720238095,1
White,2,32,3.8,GL,1.62,0.761904762,1
Asian,1,26,2.9,GL,-0.74,0.601190476,1
White,1,31,3.2,GL,-0.34,0.692261905,1
White,2,35,3.3,GL,1.34,0.751785714,1
White,2,36,2.9,GL,-0.59,0.726190476,1
Hispanic,1,39,3.4,GL,0.04,0.811309524,1
White,2,32,2.8,GL,-0.21,0.666666667,1
White,2,42,3.7,GL,2.4,0.877380952,1
White,2,32,3.6,GL,0.5,0.742857143,1
White,2,37,3.5,GL,1.88,0.795833333,1
White,1,34,3,GL,-0.12,0.710714286,0
White,1,34,3.5,GL,0.33,0.758333333,1
Black,1,29,2.7,NE,-0.66,0.619642857,1
White,2,37,2.9,GL,0.82,0.738690476,1
White,2,40,2.8,NE,1.77,0.766666667,1
White,2,38,3.3,GL,-0.37,0.789285714,1
White,2,32,3,NG,-0.38,0.685714286,1
White,1,38,3.7,GL,1.49,0.827380952,1
White,2,34,3.4,GL,0.39,0.748809524,1
White,2,38,2.5,GL,-0.44,0.713095238,1
White,2,39,2.9,GL,0.99,0.763690476,1
White,2,37,2.7,NE,0.32,0.719642857,1
Black,1,21,2.6,GL,-0.85,0.510119048,1
White,1,29.5,2.9,GL,-0.35,0.644940476,1
White,2,36,3.6,GL,0.44,0.792857143,1
White,1,39,3.6,GL,-0.8,0.830357143,1
White,2,32,3,GL,-0.34,0.685714286,1
White,2,38,2.9,GL,-1.03,0.751190476,0
White,2,40,2.8,GL,0.04,0.766666667,1
White,1,33.5,3,NE,-0.37,0.704464286,1
White,2,32,3.4,SE,1.64,0.723809524,1
White,1,33,3.5,GL,0.29,0.745833333,1
White,1,33,3,GL,-0.9,0.698214286,1
White,1,32,3.3,GL,-0.41,0.714285714,1
White,1,36,3.4,GL,1.26,0.773809524,1
White,2,38,2.5,GL,-0.22,0.713095238,1
White,2,35,3.3,NE,0.53,0.751785714,1
White,2,39,2.9,GL,-0.56,0.763690476,1
White,1,25,3,GL,0.77,0.598214286,1
White,1,42,3.9,GL,2.15,0.896428571,1
